paper_id,equation_id,ground_truth_eq,ground_truth_description,generated_equation,generated_description
ICLR_2024_oral_41,3,"dx_{t}=[f(t)x_{t}-g(t)^{2}\nabla_{x_{t}}\log q_{t}(x_{t})]dt+g (t)d\bar{w}_{t},\quadx_{T}\sim q_{T} (x_{T})",where \(\bar{\mathbf{w}}_{t}\) is a standard Wiener process in the reverse time,"dx_{t}=-f(t)x_{t}dt+g(t)d\bar{w}_{t},\quadx_{T}\sim q_{T}(x_{T})",where \(\bar{\mathbf{w}}_{t}\) is a standard Wiener process in the reverse time.
ICLR_2024_oral_41,4,"L(\theta):=E_{t\simU(0,T),x_{0}\sim q_{0}(x_{0}),\epsilon\simN (0,I)}[\|\epsilon_{\theta}(\alpha_{t}x_{0}+\sigma_{t}\epsilon,t)-\epsilon\|_{2}^{2}]",,"L(\theta)=E_{t,x_{0},\epsilon}\left[\left\|\epsilon_{\theta}(x_{t},t)+\sigma_{t}\nabla_{x_{t}}\log q_{t}(x_{t})\right\|^{2}\right]+\lambdaR(\theta)","where \(\lambda\) is a weighting factor, and \(\mathbf{x}_{0}\) is the original data sample."
ICLR_2024_oral_41,5,"\frac{\partial\epsilon_{\theta}(x,t)}{\partial t}=\frac{\alpha_{t}}{\sqrt{1-\alpha_{t}^{2}}}\frac{d\alpha_{t}}{dt}\nabla_{x}\log q_{t}(x)-\frac{\partial\nabla_{x }\log q_{t}(x)}{\partial t}\sigma_{t}",,"\limsup_{t\to 0+}\left\|\frac{\partial\epsilon_{\theta}(x,t)}{\partial t}\right\|\to\infty",The limit of the supremum of the norm of the partial derivative of the noise prediction model with respect to time as \(t\) approaches zero.
ICLR_2024_oral_41,6,"\lim\sup_{t\to 0+}\|\frac{\partial\epsilon_{\theta}(x,t )}{\partial t}\|\to\infty;\quad\lim\sup_{t\to 0+}\|\frac{\partial\nabla_{x}\log q_{t}(x)}{\partial t}\sigma_{t}\|\to\infty",,"\limsup_{t\to 0+}\left\|\frac{\partial\epsilon_{\theta}(x,t)}{\partial t}\right\|\to\infty\quador\quad\sigma_{t}\to 0",where \(\sigma_{t}\) is the standard deviation of the forward transition distribution.
ICLR_2024_oral_41,7,\nabla_{x}\log q_{t}(x)=\nabla_{x}\log (\frac{1}{\sqrt{2\pi}}\exp(-\frac{\|x\|_{2}^{2}}{2}) )=-x,,"q_{t}(x)=N(x;\alpha_{t}x_{0},\sigma_{t}^{2}I)","where \(q_{t}(\mathbf{x})\) is the marginal distribution of the data at time \(t\), \(\alpha_{t}\) is the noise schedule, and \(\sigma_{t}\) is the standard deviation of the noise added to the data."
ICLR_2024_oral_41,8,"K(t,t^{\prime})=\frac{E_{x_{t}}[\|\epsilon_{\theta} (x_{t},t)-\epsilon_{\theta}(x_{t},t^{\prime})\|_{2}]}{\Delta t}",where \(\Delta t=|t-t^{\prime}|\),"\hat{L}(\epsilon_{\theta}):=E_{t,t^{\prime}\simU(0,T)}\left[\frac{\|\epsilon_{\theta}(x,t)-\epsilon_{\theta}(x,t^{\prime})\|_{2}}{\Delta t}\right]",where \(\Delta t=|t-t^{\prime}|\)
ICLR_2024_oral_41,9,"L(\epsilon_{\theta}):=E_{t\simU(0,T),x_{0}\sim q(x_{0}),\epsilon\simN(0,I)} [\|\epsilon_{\theta}(\alpha_{t}x_{0}+\sigma_{t}\epsilon,f_{T}(t))-\epsilon\|_{2}^{2}]","where \(f_{\mathbb{T}}(t)=\max_{1\leq i\leq n}\{t_{i-1}\in\mathbb{T}:t_{i-1}\leq t\}\) for \(t<\tilde{t}\), while \(f_{\mathbb{T}}(t)=t\) for \(t\geq\tilde{t}\)","L_{E-TSDM}(\theta):=E_{t\simU(0,\tilde{t}),x_{0}\sim q_{0}(x_{0}),\epsilon\simN(0,I)}[\|\epsilon_{\theta}(\alpha_{f_{T}(t)}x_{0}+\sigma_{f_{T}(t)}\epsilon,f_{T}(t))-\epsilon\|_{2}^{2}]","where \(f_{\mathbb{T}}(t)=\max_{1\leq i\leq n}\{t_{i-1}\in\mathbb{T}:t_{i-1}\leq t\}\) for \(t<\tilde{t}\), while \(f_{\mathbb{T}}(t)=t\) for \(t\geq\tilde{t}\)"
ICLR_2024_oral_41,10,"p_{\theta}(x_{t-1}|x_{t})=N(x_{t-1};\frac{\alpha_{t-1}}{\alpha_{t}}(x_{t}-\frac{\beta_{t}}{\sigma_{t}}\epsilon_{\theta}(x_{t},f_{T} (t))),\eta_{t}^{2}I)","where \(\beta_{t}=1-\frac{\alpha_{t}}{\alpha_{t-1}}\), and \(\eta_{t}^{2}=\beta_{t}\)","dx_{t}=\beta_{t}x_{t-1}+\eta_{t}\epsilon_{\theta}(x_{t-1},f_{T}(t))","where \(\beta_{t}=1-\frac{\alpha_{t}}{\alpha_{t-1}}\), and \(\eta_{t}^{2}=\beta_{t}\)"
ICLR_2024_oral_41,11,"\|\epsilon^{*}(x,f_{T}(t)-\epsilon(x,t)\|\leq\sigma_{\tilde{t}}K (x)\Delta t+B(x)\Delta\sigma_{\max}",,"\|\epsilon^{*}(x,f_{T}(t))-\epsilon(x,t)\|_{2}\leq C\Delta t,\end{latex> <description>where\(C\) is a constant and\(\Delta t\) is the time difference.</description>",where \(C\) is a constant and \(\Delta t\) is the time difference.
ICLR_2024_oral_41,12,"K(x)=\sup_{t\neq\tau}\frac{\|\nabla_{x}\log q_{t }(x)-\nabla_{x}\log q_{\tau}(x )\|}{|t-\tau|},\quad B(x)=\sup_{t}\|\nabla_{x}\log q_{t}(x)\|",,"\sigma_{\tilde{t}}=\max_{t\in[0,\tilde{t})}\sigma_{t},\quad B(x)=\max_{t\in[0,\tilde{t})}\left\|\frac{\partial\nabla_{x}\log q_{t}(x)}{\partial t}\right\|","where \(\sigma_{\tilde{t}}\) is the maximum standard deviation in the interval \([0,\tilde{t})\) and \(B(\mathbf{x})\) is the maximum norm of the partial derivative of the score function with respect to time in the same interval."
ICLR_2024_oral_44,1,"I(S;Z)=D_{KL}(p(s,z)\|p(s)p(z))",,"I=E_{s\simS, k\simK}\left[\log\frac{p(k | s)}{p(k)}\right]","where \(I\) is the mutual information, \(s\) represents states from the state space \(\mathcal{S}\), and \(k\) denotes skills from the skill space \(\mathcal{K}\)."
ICLR_2024_oral_44,2,"I_{W}(S;Z)=W(p(s,z),p(s)p(z))",where \(I_{\mathcal{W}}(S;Z)\) is the Wasserstein dependency measure (WDM) (Ozair et al,"I_{W}(S;Z)=\inf_{\gamma\in\Gamma(p(s),p(z))}E_{(s,z)\sim\gamma}[d(s,z)]","where \(I_{\mathcal{W}}(S;Z)\) is the Wasserstein dependency measure, \(\Gamma(p(s),p(z))\) denotes the set of joint distributions \(\gamma\) with marginals \(p(s)\) and \(p(z)\), and \(d(s,z)\) is the chosen distance metric, specifically the temporal distance."
ICLR_2024_oral_44,3,"I_{W}(S;Z)=\sup_{\|f\|_{L}\leq 1}E_{p(s,z)}[f(s,z)]-E_{p(s)p(z)}[f(s,z)]","where \(\|f\|_{L}\) denotes the Lipschitz constant for the function \(f:\mathcal{S}\times\mathcal{Z}\rightarrow\mathbb{R}\) under the given distance metric \(d\), _i","I_{W}(S;Z)=\sup_{f:S\timesZ\rightarrowR}\left\{E_{(s,z)\sim p(s,z)}[f(s,z)]-E_{s\sim p(s),z\sim p(z)}[f(s,z)]\right\},\) denotes the Lipschitz constant for the function\(f:S\timesZ\rightarrowR\) under the given distance metric\(d\).</description>",where \(\|f\|_{L}\) denotes the Lipschitz constant for the function \(f:\mathcal{S}\times\mathcal{Z}\rightarrow\mathbb{R}\) under the given distance metric \(d\).
ICLR_2024_oral_44,4,"I_{W}(S;Z)\approx\sup_{\|\phi\|_{L}\leq 1,\|\psi\|_{L}\leq 1}E_{p( s,z)}[\phi(s)^{\top}\psi(z)]-E_{p(s)}[\phi(s)]^{\top}E_{p(z)}[\psi(z)]",,"I_{W}(S;Z)=\sup_{\|\phi\|_{L}\leq 1,\|\psi\|_{L}\leq 1}E_{p(s,z)}[\phi(s)^{\top}\psi(z)]-E_{p(s)p(z)}[\phi(s)^{\top}\psi(z)]",where \(\phi:\mathcal{S}\rightarrow\mathbb{R}^{D}\) and \(\psi:\mathcal{Z}\rightarrow\mathbb{R}^{D}\) are functions parameterizing the score function under independent \(1\)-Lipschitz constraints.
ICLR_2024_oral_44,5,"I_{W}(S_{T};Z)\approx\sup_{\|\phi\|_{L}\leq 1,\|\psi\|_{L}\leq 1}E_{p(\tau,z)}[\phi(s_{T})^{\top}\psi(z)]-E_{p(\tau)}[\phi(s_{T})]^{\top}E_{p(z)}[\psi(z)] || =\sup_{\phi,\psi}\sum_{t=0}^{T-1}(E_{p(\tau,z)}[(\phi(s_{t+1})-\phi(s_{t}))^{\top}\psi(z)]-E_{p(\tau)}[\phi(s_{t+1})-\phi(s_{t})]^{\top}E_{p(z)}[\psi(z)])",,"I_{W}(S_{T};Z)\approx\sup_{\|\phi\|_{L}\leq 1,\|\psi\|_{L}\leq 1}E_{p(s_{T},z)}[\phi(s_{T})^{\top}\psi(z)]-E_{p(s_{T})}[\phi(s_{T})]^{\top}E_{p(z)}[\psi(z)]","where \(I_{\mathcal{W}}(S_{T};Z)\) is the Wasserstein dependency measure based on the last state \(S_{T}\), and \(\phi\) and \(\psi\) are functions parameterizing the score function under the given Lipschitz constraints."
ICLR_2024_oral_44,6,"I_{W}(S_{T};Z)\approx\sup_{\|\phi\|_{L}\leq 1}E_{p(\tau,z)}[\sum_{t=0}^{T-1}(\phi(s_{t+1})-\phi(s_{t}))^{\top}(z-\bar{z}) ]",where \(\bar{z}=\mathbb{E}_{p(z)}[z]\),I_{W}(S_{T};Z)\approx\sup_{\|\phi\|_{L}\leq 1}E_{p(\tau)}[\phi(s_{T})^{\top}z]-E_{p(\tau)}[\phi(s_{T})]^{\top}\bar{z},where \(\bar{z}=\mathbb{E}_{p(z)}[z]\).
ICLR_2024_oral_44,7,"\sup_{\pi,\phi}\E_{p(\tau,z)}[\sum_{t=0}^{T-1}(\phi(s_{t+1})-\phi(s_{t}))^{\top}z]\\s.t.\\\|\phi(s)-\phi(s^{\prime})\|_{2}\leq 1,\\\forall(s,s^{\prime})\inS_{adj}",where \(\mathcal{S}_{\mathrm{adj}}\) denotes the set of adjacent state pairs in the MDP,"I_{W}(S_{T};Z)\approx\sup_{\|\phi\|_{L}\leq 1}E_{p(\tau,z)}[\sum_{(s_{1},s_{2})\inS_{adj}}(\phi(s_{2})-\phi(s_{1}))^{\top}(z-\bar{z}) ]",where \(\mathcal{S}_{\mathrm{adj}}\) denotes the set of adjacent state pairs in the MDP.
ICLR_2024_oral_45,1,"x^{\prime}(t)=Ax(t)+Bu(t),\quad y(t)=Cx(t)+Du(t)",,x(t+1) &=A x(t)+B u(t)\\y(t) &=C x(t)+D u(t),"State equations of the linear dynamical system, where \(x(t)\) is the state vector, \(u(t)\) is the control input, and \(y(t)\) is the output."
ICLR_2024_oral_45,2,"x_{n}=\bar{A}x_{n-1}+\bar{B}u_{n},\quad y_{n}=\bar{ C}x_{n}+\bar{D}u_{n}","where \(\bar{\mathbf{A}},\bar{\mathbf{B}},\bar{\mathbf{C}}\), and \(\bar{\mathbf{D}}\) are discrete-time parameters obtained from the continuous-time parameters and \(\Delta\) using methods like zero-order hold and bilinear technique (Smith et al","\bar{x}(k+1)=\bar{A}\bar{x}(k)+\bar{B}u(k),\quad y(k)=\bar{C}\bar{x}(k)+\bar{D}u(k)","where \(\bar{\mathbf{A}},\bar{\mathbf{B}},\bar{\mathbf{C}},\) and \(\bar{\mathbf{D}}\) are discrete-time parameters obtained from the continuous-time parameters and \(\Delta\)."
ICLR_2024_oral_45,3,"L(\theta)=\operatorname*{E}_{z_{1:T}\sim q_{\theta}}\sum_{ t=1}^{T}L^{pred}(\theta,h_{t},o_{t},r_{t},c_{t},z_{t})+L^{rep}(\theta,h_{t},o_{t})+L^{dyn}(\theta,h _{t},o_{t})",,"L_{R2I}=E_{(o_{t},r_{t},c_{t})\sim p(o_{t},r_{t},c_{t}\mid o_{<t},a_{<t})}\left[-\log p_{\theta}(\hat{o}_{t}\mid z_{t},h_{t})-\beta\log p_{\theta}(\hat{r}_{t}\mid z_{t},h_{t})-\lambda\log p_{\theta}(\hat{c}_{t}\mid z_{t},h_{t})\right]","where \(\mathcal{L}_{\text{R2I}}\) is the loss function for R2I, \(\beta\) and \(\lambda\) are weighting factors for the reward and continuation predictions, respectively."
ICLR_2024_oral_45,4,"L^{pred}(\theta,h_{t},o_{t},r_{t},c_{t},z_{t})=-\beta_{pred}(\ln p_{\theta}(o_{t}\mid z_{t},h_{t})+\ln p_{\theta}(r_{t}\mid z_{t},h_{t})+\ln p_{\theta}(c_{t}\mid z_{t},h_{t})) || L^{dyn}(\theta,h_{t},o_{t})=\beta_{dyn}\max(1,KL[\lessdot\circ g(q_{\theta}(z_ {t}\mid o_{t}))\parallel p(z_{t}\mid h_{t})\mid)]",,"L^{pred}(\theta,h_{t},o_{t},r_{t},c_{t},z_{t})=-E_{\hat{o}_{t}\sim p_{\theta}(\hat{o}_{t}\mid z_{t},h_{t})}\left[\log p(o_{t}\mid\hat{o}_{t})\right]-E_{\hat{r}_{t}\sim p_{\theta}(\hat{r}_{t}\mid z_{t},h_{t})}\left[\log p(r_{t}\mid\hat{r}_{t})\right]-E_{\hat{c}_{t}\sim p_{\theta}(\hat{c}_{t}\mid z_{t},h_{t})}\left[\log p(c_{t}\mid\hat{c}_{t})\right]","where \(\mathcal{L}^{\text{pred}}\) is the prediction loss, \(p_{\theta}(\hat{o}_{t}\mid z_{t},h_{t})\) is the observation predictor, \(p_{\theta}(\hat{r}_{t}\mid z_{t},h_{t})\) is the reward predictor, and \(p_{\theta}(\hat{c}_{t}\mid z_{t},h_{t})\) is the episode continuation predictor."
ICLR_2024_oral_45,5,"L^{rep}(\theta,h_{t},o_{t})=\beta_{rep}\max(1,KL[\quad q_{\theta}(z_{t}\mid o_ {t})\parallel\lessdot\circ g(p(z_{t}\mid h_{t}))\,])",,"L^{rep}(\theta,h_{t},o_{t})=-\beta_{rep}E_{z_{t}\sim q_{\theta}(z_{t}\mid o_{t})}[\ln p_{\theta}(z_{t}\mid h_{t})]","where \(\mathcal{L}^{\text{rep}}\) is the representation loss, \(\beta_{\text{rep}}\) is a weighting factor, and \(p_{\theta}(z_{t}\mid h_{t})\) is the predicted distribution of the latent state given the deterministic state."
ICLR_2024_oral_45,6,"h_{1:T},x_{1:T}=f_{\theta}((a_{1:T},z_{1:T}),x_{0})",,"L(\theta)=L^{pred}(\theta,h_{t},o_{t},r_{t},c_{t},z_{t})+L^{rep}(\theta,h_{t},o_{t})+L^{dyn}(\theta,h_{t},o_{t})","where \(\mathcal{L}^{\text{pred}}\), \(\mathcal{L}^{\text{rep}}\), and \(\mathcal{L}^{\text{dyn}}\) represent the prediction, representation, and dynamics losses, respectively."
ICLR_2024_oral_49,1,"e_{i}^{num}=x_{i}^{num}\cdotw_{i}^{num}+b_{i}^{num},\\e_{i}^{cat}=x_{i}^{oh}\cdotW_{i}^{cat }+b_{i}^{cat}","where \(\mathbf{w}_{i}^{\mathrm{num}},\mathbf{b}_{i}^{\mathrm{num}},\mathbf{b}_{i}^{\mathrm{cat}} \in\mathbb{R}^{1\times d}\), \(\mathbf{W}_{i}^{\mathrm{cat}}\in\mathbb{R}^{C_{i}\times d}\) are learnable parameters of the tokenizer, \(\mathbf{e}_{i}^{\mathrm{num}},\mathbf{e}_{i}^{\mathrm{cat}}\in\mathbb{R}^{1\times d}\)","e_{i}^{num}=x_{i}^{num}\cdotw_{i}^{num}+b_{i}^{num},\quade_{i}^{cat}=x_{i}^{cat}\cdotW_{i}^{cat}+b_{i}^{cat}","where \(\mathbf{w}_{i}^{\mathrm{num}},\mathbf{b}_{i}^{\mathrm{num}},\mathbf{b}_{i}^{\mathrm{cat}} \in\mathbb{R}^{1\times d}\), \(\mathbf{W}_{i}^{\mathrm{cat}}\in\mathbb{R}^{C_{i}\times d}\) are learnable parameters of the tokenizer, \(\mathbf{e}_{i}^{\mathrm{num}},\mathbf{e}_{i}^{\mathrm{cat}}\in\mathbb{R}^{1\times d}\)"
ICLR_2024_oral_49,2,"E=[e_{1}^{num},\cdots,e_{M_{num}}^{ num},e_{1}^{cat},\cdots,e_{M_{cat}}^{cat}]\inR^{M\times d}",,"e=\left[e_{1}^{num},e_{1}^{cat},\ldots,e_{M_{cat}}^{cat}\right]\inR^{(M_{num}+\sum_{i=1}^{M_{cat}} d)\times 1}","where \(\mathbf{e}\) is the combined embedding vector for all columns, \(M_{\mathrm{num}}\) is the number of numerical columns, and \(d\) is the dimensionality of the embeddings."
ICLR_2024_oral_49,3,"&\hat{x}_{i}^{num}=\hat{e}_{i}^{num}\cdot\hat{w}_{i}^{num}+\hat{b}_{i}^{num},\\\hat{e}_{i}^{oh}=Softmax(\hat{e}_{i}^{cat}\cdot\hat{W}_{i}^{cat}+\hat{b}_{i}^{cat}),\\&\hat{x}=[\hat{x}_{1}^{num},\cdots,\hat{x}_{M_{num}}^{num},\hat{x}_{1}^{oh},\cdots,\hat{x }_{M_{cat}}^{oh}]","where \(\hat{\mathbf{w}}_{i}^{\mathrm{num}}\in\mathbb{R}^{d\times 1},\hat{b}_{i}^{ \mathrm{num}}\in\mathbb{R}^{1\times 1}\), \(\mathbf{W}_{i}^{\mathrm{cat}}\in\mathbb{R}^{d\times C_{i}},\hat{\mathbf{b}}_{i}^{ \mathrm{cat}}\in\mathbb{R}^{1\times C_{i}}\) are detokenizer's parameters","\hat{x}_{i}^{num}=\hat{e}_{i}^{num}\cdot\hat{w}_{i}^{num}+\hat{b}_{i}^{num},\\\hat{x}_{i}^{cat}=\hat{e}_{i}^{cat}\cdotW_{i}^{cat}+\hat{b}_{i}^{cat}","where \(\hat{\mathbf{w}}_{i}^{\mathrm{num}}\in\mathbb{R}^{d\times 1},\hat{b}_{i}^{\mathrm{num}}\in\mathbb{R}^{1\times 1},\mathbf{W}_{i}^{\mathrm{cat}}\in\mathbb{R}^{d\times C_{i}},\hat{\mathbf{b}}_{i}^{\mathrm{cat}}\in\mathbb{R}^{1\times C_{i}}\) are detokenizer's parameters."
ICLR_2024_oral_49,4,"L=\ell_{recon}(x,\hat{x})+\beta\ell_{kl}",,L=E_{q(z|x)}[\log p(x|z)]-\beta\cdot D_{KL}(q(z|x)\| p(z)),"where \(\mathcal{L}\) is the loss function, \(q(\mathbf{z}|\mathbf{x})\) is the approximate posterior, \(p(\mathbf{x}|\mathbf{z})\) is the likelihood of the data given the latent variable, \(D_{KL}\) is the Kullback-Leibler divergence, and \(\beta\) is the weight coefficient."
ICLR_2024_oral_49,5,"z_{t}=z_{0}+\sigma(t)\varepsilon,\\varepsilon\simN(0,I), (Forward Process) || dz_{t}=-2\hat{\sigma}(t)\sigma(t)\nabla_{z_{t}}\log p(z_{t})dt+\sqrt{2\hat{\sigma}(t)\sigma(t)}d\omega_{t}, (Reverse Process)",,z_{t}=\sqrt{\alpha_{t}}z_{0}+\sqrt{1-\alpha_{t}}\epsilon,"where \(\mathbf{z}_{t}\) is the noisy embedding at time \(t\), \(\mathbf{z}_{0}\) is the original embedding, \(\alpha_{t}\) is the noise schedule, and \(\mathbf{\epsilon}\) is Gaussian noise."
ICLR_2024_oral_49,6,"L=E_{z_{0}\sim p(z_{0})}E_{t\sim p (t)}E_{\varepsilon\simN(0,I)}\|\varepsilon_{\theta}(z_{t},t)-\varepsilon)\|_{2}^{2},\\where\z_{t}=z_{0}+\sigma(t)\varepsilon",where \(\mathbf{\epsilon}_{\theta}\) is a neural network (named denoising function) to approximate the Gaussian noise using the perturbed data \(\mathbf{x}_{t}\) and the time \(t\),"L_{denoise}=E_{t,x_{0},\epsilon}\left[\left\|\epsilon-\epsilon_{\theta}(x_{t}, t)\right\|^{2}\right]",where \(\mathbf{\epsilon}_{\theta}\) is a neural network (named denoising function) to approximate the Gaussian noise using the perturbed data \(\mathbf{x}_{t}\) and the time \(t\)
ICLR_2024_oral_52,1,"p(x(t)\midx(0))=N(x(t);x(0),\sigma^{2}(t)I)\",,"x_{t}=x_{0}+\sqrt{\beta_{t}}z,\quadz\simN(0,I)","where \(\mathbf{x}_{t}\) is the perturbed data, \(\mathbf{x}_{0}\) is the original data, \(\beta_{t}\) is the noise schedule, and \(\mathbf{z}\) is Gaussian noise."
ICLR_2024_oral_52,2,"dx(t)=-\sigma(t)\nabla_{x(t)}\log p(x(t))\,dt\",,\frac{dx(t)}{dt}=\frac{1}{\sigma(t)}\nabla_{x}\log p(x(t))\,The probability flow ODE describing the forward evolution of a data point \(\mathbf{x}(t)\) in time.
ICLR_2024_oral_52,3,"dx(t)=\sigma(t)\nabla_{x(t)}\log p(x(t))\,dt\",,"dx(t)=-\nabla_{x(t)}\log p(x(t))\,dt\",Backward ODE describing the denoising process.
ICLR_2024_oral_52,4,"E_{t\simU([0,T])}E_{x(0)\sim p(x (0))}E_{x(t)\sim p(x(t)|x(0))}\|S^{\theta}(x(t),\sigma(t))-\nabla_{x(t)}\log p (x(t)\midx(0))\|_{2}^{2}",,"L_{score}=E_{x(t),y}\left[\left\| S^{\theta}(x(t),\sigma(t))-\nabla_{x(t)}\log p(y)\right\|^{2}\right]\",Score-matching loss function for approximating the score function using a neural network.
ICLR_2024_oral_52,5,"E_{t\simU([0,T])}E_{x(0)\sim p(x (0))}E_{x\simN(0,\sigma^{2}(t)I )}\|D^{\theta}(x(0)+\epsilon,\sigma(t))-x(0)\|_ {2}^{2}\","where we define \(S^{\theta}(\mathbf{x}(t),\sigma(t))=:(D^{\theta}(\mathbf{x}(t),\sigma(t))- \mathbf{x}(t))/\sigma^{2}(t)\)","E_{t\simU([0,T])}E_{x(0)\sim p(x (0))}E_{x(t)\sim p(x(t)|x(0))}\| D^{\theta}(x(t),\sigma(t))-x(t)\|_{2}^{2}","where we define \(S^{\theta}(\mathbf{x}(t),\sigma(t))=:(D^{\theta}(\mathbf{x}(t),\sigma(t))- \mathbf{x}(t))/\sigma^{2}(t)\)"
ICLR_2024_oral_52,6,"\nabla_{x(t)}\log p(x(t))=\nabla_{(x_{1}(t),\ldots,x_{N}(t))}\log p(x_{1}(t),\ldots,x_{N}(t))\",,\nabla_{x}\log p(y\midx)\approx\nabla_{x}\log p(y\midx(t))\,where \(\mathbf{y}\) is the observed mixture and \(\mathbf{x}\) represents the latent sources.
ICLR_2024_oral_52,7,"S^{\theta}(x(t),\sigma(t)):R^{N\times D}\timesR arrowR^{N\times D}\","where \(\mathbf{x}(t)=(\mathbf{x}_{1}(t),\ldots,\mathbf{x}_{N}(t))\) denotes the sources perturbed with the Gaussian kernel in Eq","\nabla_{x(t)}\log p(x(t))\approx S^{\theta}(x(t),\sigma(t))\","where \(\mathbf{x}(t)=(\mathbf{x}_{1}(t),\ldots,\mathbf{x}_{N}(t))\) denotes the sources perturbed with the Gaussian kernel in Eq. (1)."
ICLR_2024_oral_52,8,\nabla_{x_{\overline{I}}(t)}\log p(x_{\overline{I}}(t)\midx_{I}(t)),,\nabla_{x_{\overline{I}}}\log p(x_{\overline{I}}\midx_{I})\,where \(\mathbf{x}_{\mathcal{\overline{I}}}\) denotes the sources to be generated and \(\mathbf{x}_{\mathcal{I}}\) are the fixed sources.
ICLR_2024_oral_52,9,"\nabla_{x_{\overline{I}}(t)}\log p([x_{\overline{I}}(t),\hat{x}_{I}(t)])\","where \(\hat{\mathbf{x}}_{\mathcal{I}}\) is a sample from the forward process: \(\hat{\mathbf{x}}_{\mathcal{I}}(t)\sim\mathcal{N}(\mathbf{x}_{\mathcal{I}}(t) ;\mathbf{x}_{\mathcal{I}}(0),\sigma(t)^{2}\mathbf{I})\)",\nabla_{x_{\overline{I}}(t)}\log p(x_{\overline{I}}(t)\mid\hat{x}_{I}(t))\,"where \(\hat{\mathbf{x}}_{\mathcal{I}}\) is a sample from the forward process: \(\hat{\mathbf{x}}_{\mathcal{I}}(t)\sim\mathcal{N}(\mathbf{x}_{\mathcal{I}}(t) ;\mathbf{x}_{\mathcal{I}}(0),\sigma(t)^{2}\mathbf{I})\)"
ICLR_2024_oral_52,10,"\nabla_{x_{\overline{I}}(t)}\log p(x_{\overline{I}}(t)\midx_{I}(t))\approx S_{\overline{I}}^{\theta}([x_{\overline{I}}(t),\hat{x }_{I}(t)],\sigma(t))\",where \(S_{\overline{\mathcal{I}}}^{\theta}\) denotes the entries of the score network corresponding to the sources indexed by \(\overline{\mathcal{I}}\),"\nabla_{x_{\overline{I}}(t)}\log p([x_{\overline{I}}(t),\hat{x}_{I}(t)])\approx S_{\overline{I}}^{\theta}([x_{\overline{I}}(t),\hat{x}_{I}(t)],\sigma(t))\",where \(S_{\overline{\mathcal{I}}}^{\theta}\) denotes the entries of the score network corresponding to the sources indexed by \(\overline{\mathcal{I}}\)
ICLR_2024_oral_52,11,\nabla_{x(t)}\log p(x(t)\midy(0))\,,\nabla_{x(t)}\log p(x(t)\midy)\,"where \(\mathbf{x}(t)=(\mathbf{x}_{1}(t),\ldots,\mathbf{x}_{N}(t))\) denotes the sources at time \(t\) conditioned on the mixture \(\mathbf{y}\)."
ICLR_2024_oral_52,12,"p(y(t)\midx(t))=N(y(t)\mid\sum_{n=1}^{N}x_{n}(t),\gamma^{2}(t)I)",,"p(y(0)\midx(t))=N(y(0);\sum_{n=1}^{N}x_{n}(t),\sigma^{2}I)\",where \(\sigma\) is the noise level associated with the likelihood function.
ICLR_2024_oral_52,13,p(y(t)\midx(t))=1_{y(t)=\sum_{n=1}^{N}x_{ n}(t)}\,,p(y(t)\midx(t))\approx\delta\left(y(t)-\sum_{n=1}^{N}x_{n}(t)\right)\,where the Dirac delta function indicates that the mixture \(\mathbf{y}(t)\) is exactly equal to the sum of the individual sources \(\sum_{n=1}^{N}\mathbf{x}_{n}(t)\).
ICLR_2024_oral_52,14,"\nabla_{x_{m}(t)}\log p(x(t)\midy(0))\approx S_{m}^{\theta}((x_{1}(t),\dots,x_{N-1}(t),y(0)-\sum_{n=1}^{N-1}x_{n}(t)),\sigma(t)) || -S_{N}^{\theta}((x_{1}(t),\dots,x_{N-1}(t),y(0)-\sum_{n=1}^{N-1}x_{n}(t)),\sigma(t))\",,x_{N}(t)=y(0)-\sum_{n=1}^{N-1}x_{n}(t)\,where \(\mathbf{x}_{N}(t)\) is the estimated source corresponding to the fixed mixture \(\mathbf{y}(0)\).
ICLR_2024_oral_53,1,L=L_{clip}+\lambdaL_{video},where video-paragraph contrastive loss \(\mathcal{L}_{\text{video}}\) explores the temporal correlations between the long video \(\mathbf{V}_{i}\) and its corresponding paragraph \(\mathbf{T}_{i}\) through a novel noise robust temporal optimal transport distance,"L_{video}=\sum_{i=1}^{N}D_{OT}\left(\{v_{a}\}_{a=1}^{n},\{t_{b}\}_{b=1}^{m}\right)",video-paragraph contrastive loss exploring temporal correlations between video and paragraph
ICLR_2024_oral_53,2,"\max_{Q\inQ}&\langleQ,\S\rangle+\varepsilon H(Q)\\s.t.&Q=\{Q\inR _{+}^{n\times m}\midQ1_{m}=\mu,Q^{\top}1_{n}=\nu\}","where \(\mathbf{1}_{m}\) represents the vector of ones in dimension \(m\), \(\boldsymbol{\mu}\in\mathbb{R}^{n}\) and \(\boldsymbol{\nu}\in\mathbb{R}^{m}\) indicate the relative importance of each clip or caption","L_{OT}=\max_{Q\inP(1_{m},\nu)}\langleQ,S\rangle","where \(\mathcal{P}(\mathbf{1}_{m},\boldsymbol{\nu})\) denotes the set of transport plans that satisfy the marginal constraints defined by \(\mathbf{1}_{m}\) and \(\boldsymbol{\nu}\)."
