paper_id,equation_id,ground_truth_eq,ground_truth_description,generated_equation,generated_description
ICLR_2024_oral_44,6,"I_{W}(S_{T};Z)\approx\sup_{\|\phi\|_{L}\leq 1}E_{p(\tau,z)}[\sum_{t=0}^{T-1}(\phi(s_{t+1})-\phi(s_{t}))^{\top}(z-\bar{z}) ]",where \(\bar{z}=\mathbb{E}_{p(z)}[z]\),"\sup_{\|\phi\|_{L}\leq 1}\sum_{t=0}^{T-1}\left(E_{p(\tau,z)}\left[(\phi(s_{t+1})-\phi(s_{t}))^{\top}z\right]-E_{p(\tau)}[\phi(s_{t+1})-\phi(s_{t})]^{\top}E_{p(z)}[z]\right)","This objective maximizes the expected alignment between temporal differences in the state embedding and the skill latent vector, under independent Lipschitz constraints on the state encoder."
ICLR_2024_oral_44,7,"\sup_{\pi,\phi}\E_{p(\tau,z)}[\sum_{t=0}^{T-1}(\phi(s_{t+1})-\phi(s_{t}))^{\top}z]\\s.t.\\\|\phi(s)-\phi(s^{\prime})\|_{2}\leq 1,\\\forall(s,s^{\prime})\inS_{adj}",where \(\mathcal{S}_{\mathrm{adj}}\) denotes the set of adjacent state pairs in the MDP,"I_{W}(S_{T};Z)\approx\sup_{\|\phi\|_{L,temp}\leq 1}E_{p(\tau,z)}\left[\sum_{t=0}^{T-1}(\phi(s_{t+1})-\phi(s_{t}))^{\top}z\right]","where the Lipschitz constraint $\|\phi\|_{L,\mathrm{temp}}\leq 1$ is defined with respect to the temporal distance metric $d_{\mathrm{temp}}(s_1,s_2)$."
ICLR_2024_oral_45,1,"x^{\prime}(t)=Ax(t)+Bu(t),\quad y(t)=Cx(t)+Du(t)",,\frac{d}{dt} x(t) &=A x(t)+B u(t)\\y(t) &=C x(t)+D u(t),"The continuous-time linear state space model equations, where \(x(t)\) is the state, \(u(t)\) is the input, \(y(t)\) is the output, and \(\mathbf{A}, \mathbf{B}, \mathbf{C}, \mathbf{D}\) are system matrices."
ICLR_2024_oral_45,2,"x_{n}=\bar{A}x_{n-1}+\bar{B}u_{n},\quad y_{n}=\bar{ C}x_{n}+\bar{D}u_{n}","where \(\bar{\mathbf{A}},\bar{\mathbf{B}},\bar{\mathbf{C}}\), and \(\bar{\mathbf{D}}\) are discrete-time parameters obtained from the continuous-time parameters and \(\Delta\) using methods like zero-order hold and bilinear technique (Smith et al","x_{k+1}=\bar{A} x_k+\bar{B} u_k,\quad y_k=\bar{C} x_k+\bar{D} u_k","Discretized state space model equations with step size \(\Delta\), where \(x_k\), \(u_k\), and \(y_k\) denote the state, input, and output at discrete time step \(k\), and \(\bar{\mathbf{A}}, \bar{\mathbf{B}}, \bar{\mathbf{C}}, \bar{\mathbf{D}}\) are the discretized system matrices."
ICLR_2024_oral_45,3,"L(\theta)=\operatorname*{E}_{z_{1:T}\sim q_{\theta}}\sum_{ t=1}^{T}L^{pred}(\theta,h_{t},o_{t},r_{t},c_{t},z_{t})+L^{rep}(\theta,h_{t},o_{t})+L^{dyn}(\theta,h _{t},o_{t})",,"L=E_{q_{\theta}}\left[\sum_{t=1}^{T}\log p_{\theta}(\hat{o}_{t}\mid z_{t}, h_{t})+\log p_{\theta}(\hat{r}_{t}\mid z_{t}, h_{t})+\log p_{\theta}(\hat{c}_{t}\mid z_{t}, h_{t})-KL\left(q_{\theta}(z_{t}\mid o_{t})\,\|\, p_{\theta}(z_{t}\mid h_{t})\right)\right]","The training objective maximizes the log-likelihoods of predicted observations, rewards, and continuation flags while minimizing the KL divergence between the posterior and prior distributions over the stochastic state."
ICLR_2024_oral_45,4,"L^{pred}(\theta,h_{t},o_{t},r_{t},c_{t},z_{t})=-\beta_{pred}(\ln p_{\theta}(o_{t}\mid z_{t},h_{t})+\ln p_{\theta}(r_{t}\mid z_{t},h_{t})+\ln p_{\theta}(c_{t}\mid z_{t},h_{t})) || L^{dyn}(\theta,h_{t},o_{t})=\beta_{dyn}\max(1,KL[\lessdot\circ g(q_{\theta}(z_ {t}\mid o_{t}))\parallel p(z_{t}\mid h_{t})\mid)]",,"L^{pred}(\theta,h_{t},o_{t},r_{t},c_{t},z_{t})=-\log p_{\theta}(o_{t}\mid h_{t},z_{t})-\log p_{\theta}(r_{t}\mid h_{t},z_{t})-\log p_{\theta}(c_{t}\mid h_{t},z_{t})","The prediction loss \(\mathcal{L}^{\text{pred}}\) is the negative log-likelihood of the observation, reward, and continuation predictions given the latent and deterministic states."
ICLR_2024_oral_45,5,"L^{rep}(\theta,h_{t},o_{t})=\beta_{rep}\max(1,KL[\quad q_{\theta}(z_{t}\mid o_ {t})\parallel\lessdot\circ g(p(z_{t}\mid h_{t}))\,])",,"L^{rep}(\theta,h_{t},o_{t})=\beta_{rep}\,KL\big[q_{\theta}(z_{t}\mid o_{t})\,\|\,p_{\theta}(z_{t}\mid h_{t})\big]","where \(\mathcal{L}^{\text{rep}}\) is the representation loss, computed as the KL divergence between the posterior and prior distributions over the stochastic state."
ICLR_2024_oral_45,6,"h_{1:T},x_{1:T}=f_{\theta}((a_{1:T},z_{1:T}),x_{0})",,\lessdot\circ g(q_{\theta}(z_{t}\mid o_{t}))=E_{q_{\theta}(z_{t}\mid o_{t})}[g(z_{t})],The operator \(\lessdot\circ g(q_{\theta}(z_{t}\mid o_{t}))\) denotes the expectation of \(g(z_{t})\) under the distribution \(q_{\theta}(z_{t}\mid o_{t})\).
ICLR_2024_oral_49,1,"e_{i}^{num}=x_{i}^{num}\cdotw_{i}^{num}+b_{i}^{num},\\e_{i}^{cat}=x_{i}^{oh}\cdotW_{i}^{cat }+b_{i}^{cat}","where \(\mathbf{w}_{i}^{\mathrm{num}},\mathbf{b}_{i}^{\mathrm{num}},\mathbf{b}_{i}^{\mathrm{cat}} \in\mathbb{R}^{1\times d}\), \(\mathbf{W}_{i}^{\mathrm{cat}}\in\mathbb{R}^{C_{i}\times d}\) are learnable parameters of the tokenizer, \(\mathbf{e}_{i}^{\mathrm{num}},\mathbf{e}_{i}^{\mathrm{cat}}\in\mathbb{R}^{1\times d}\)","h_{i}=W_{i} x_{i}^{num}+b_{i}, &if  i is numerical\\E_{i}x_{i}^{oh}, &if  i is categorical",The tokenized representation $\mathbf{h}_i$ for column $i$ is obtained by applying a linear transformation for numerical columns or an embedding lookup for categorical columns.
ICLR_2024_oral_49,2,"E=[e_{1}^{num},\cdots,e_{M_{num}}^{ num},e_{1}^{cat},\cdots,e_{M_{cat}}^{cat}]\inR^{M\times d}",,"E=[e_1^{num},\ldots,e_{M_{num}}^{num},e_1^{cat},\ldots,e_{M_{cat}}^{cat}]\inR^{M\times d}","The matrix \(\mathbf{E}\) is the concatenation of all column embeddings for a record, where \(M = M_{\mathrm{num}} + M_{\mathrm{cat}}\)."
ICLR_2024_oral_49,3,"&\hat{x}_{i}^{num}=\hat{e}_{i}^{num}\cdot\hat{w}_{i}^{num}+\hat{b}_{i}^{num},\\\hat{e}_{i}^{oh}=Softmax(\hat{e}_{i}^{cat}\cdot\hat{W}_{i}^{cat}+\hat{b}_{i}^{cat}),\\&\hat{x}=[\hat{x}_{1}^{num},\cdots,\hat{x}_{M_{num}}^{num},\hat{x}_{1}^{oh},\cdots,\hat{x }_{M_{cat}}^{oh}]","where \(\hat{\mathbf{w}}_{i}^{\mathrm{num}}\in\mathbb{R}^{d\times 1},\hat{b}_{i}^{ \mathrm{num}}\in\mathbb{R}^{1\times 1}\), \(\mathbf{W}_{i}^{\mathrm{cat}}\in\mathbb{R}^{d\times C_{i}},\hat{\mathbf{b}}_{i}^{ \mathrm{cat}}\in\mathbb{R}^{1\times C_{i}}\) are detokenizer's parameters","\hat{x}_{i}^{num}=\hat{e}_{i}^{num}\cdotw_{i}^{num,\top}+b_{i}^{num},\quad\hat{x}_{i}^{cat}=softmax\left(\hat{e}_{i}^{cat}\cdotW_{i}^{cat,\top}+b_{i}^{cat}\right)","The detokenizer reconstructs numerical and categorical column values from their recovered token representations using a linear transformation and a softmax over the embedding matrix, respectively."
ICLR_2024_oral_49,4,"L=\ell_{recon}(x,\hat{x})+\beta\ell_{kl}",,"L_{\beta-VAE}=E_{q_{\phi}(z|E)}\left[\log p_{\theta}(E|z)\right]-\beta\, D_{KL}\left(q_{\phi}(z|E)\,\|\, p(z)\right)","where \(\mathcal{L}_{\beta\text{-VAE}}\) is the loss function, \(\beta\) is the adaptive weight coefficient, and \(D_{\mathrm{KL}}\) denotes the Kullback-Leibler divergence between the approximate posterior and the prior."
ICLR_2024_oral_49,5,"z_{t}=z_{0}+\sigma(t)\varepsilon,\\varepsilon\simN(0,I), (Forward Process) || dz_{t}=-2\hat{\sigma}(t)\sigma(t)\nabla_{z_{t}}\log p(z_{t})dt+\sqrt{2\hat{\sigma}(t)\sigma(t)}d\omega_{t}, (Reverse Process)",,"q(z_t\midz_0)=N(z_t;\sqrt{\bar{\alpha}_t}z_0, (1-\bar{\alpha}_t)I)","The forward diffusion process adds Gaussian noise to the latent embedding $\mathbf{z}_0$ at each timestep $t$, where $\bar{\alpha}_t$ is the cumulative product of noise schedule coefficients."
ICLR_2024_oral_49,6,"L=E_{z_{0}\sim p(z_{0})}E_{t\sim p (t)}E_{\varepsilon\simN(0,I)}\|\varepsilon_{\theta}(z_{t},t)-\varepsilon)\|_{2}^{2},\\where\z_{t}=z_{0}+\sigma(t)\varepsilon",where \(\mathbf{\epsilon}_{\theta}\) is a neural network (named denoising function) to approximate the Gaussian noise using the perturbed data \(\mathbf{x}_{t}\) and the time \(t\),"E_{t,\,z_{0},\,\varepsilon}\left[\lambda(t)\left\|\nabla_{z_{t}}\log p_{\theta}(z_{t}|t)-\nabla_{z_{t}}\log p(z_{t}|z_{0})\right\|_{2}^{2}\right]","The denoising score matching loss, where \(\lambda(t)\) is a weighting function, \(p_{\theta}(\mathbf{z}_{t}|t)\) is the model's predicted distribution, and \(p(\mathbf{z}_{t}|\mathbf{z}_{0})\) is the true perturbed distribution at time \(t\)."
ICLR_2024_oral_52,1,"p(x(t)\midx(0))=N(x(t);x(0),\sigma^{2}(t)I)\",,"q(\tilde{x}\midx)=N(\tilde{x};\alphax,\sigma^2I)",The perturbed data distribution \(q(\tilde{\mathbf{x}} \mid \mathbf{x})\) is defined as a Gaussian with mean \(\alpha \mathbf{x}\) and covariance \(\sigma^2 \mathbf{I}\).
ICLR_2024_oral_52,2,"dx(t)=-\sigma(t)\nabla_{x(t)}\log p(x(t))\,dt\",,\frac{dx(t)}{dt}=-\sigma(t)\nabla_{x(t)}\log p(x(t)),"This equation defines the probability flow ordinary differential equation (ODE) governing the evolution of the data point \(\mathbf{x}(t)\) in time, where the drift is proportional to the score function of the noisy data distribution."
ICLR_2024_oral_52,3,"dx(t)=\sigma(t)\nabla_{x(t)}\log p(x(t))\,dt\",,"dx(t)=-\sigma(t)\nabla_{x(t)}\log p(x(t))\,dt","The backward ODE describes the reverse-time denoising process, starting from noise and iteratively removing it to recover data samples."
ICLR_2024_oral_52,4,"E_{t\simU([0,T])}E_{x(0)\sim p(x (0))}E_{x(t)\sim p(x(t)|x(0))}\|S^{\theta}(x(t),\sigma(t))-\nabla_{x(t)}\log p (x(t)\midx(0))\|_{2}^{2}",,"L_{SM}=E_{x(0), t,x(t)}\left[\lambda(t)\left\| S^{\theta}(x(t),\sigma(t))-\nabla_{x(t)}\log p(x(t)\midx(0))\right\|_2^2\right]","The score-matching loss \(\mathcal{L}_{\text{SM}}\) measures the expected squared error between the neural network approximation \(S^{\theta}\) and the true score of the perturbed data distribution, weighted by a function \(\lambda(t)\)."
ICLR_2024_oral_52,5,"E_{t\simU([0,T])}E_{x(0)\sim p(x (0))}E_{x\simN(0,\sigma^{2}(t)I )}\|D^{\theta}(x(0)+\epsilon,\sigma(t))-x(0)\|_ {2}^{2}\","where we define \(S^{\theta}(\mathbf{x}(t),\sigma(t))=:(D^{\theta}(\mathbf{x}(t),\sigma(t))- \mathbf{x}(t))/\sigma^{2}(t)\)","E_{t,\,x(0),\,x(t)}\left\|S^{\theta}(x(t),\sigma(t))+\frac{x(t)-x(0)}{\sigma^2(t)}\right\|_2^2",The simplified score-matching loss expresses the expected squared error between the neural network score estimate and the exact score of the Gaussian perturbation kernel.
ICLR_2024_oral_52,6,"\nabla_{x(t)}\log p(x(t))=\nabla_{(x_{1}(t),\ldots,x_{N}(t))}\log p(x_{1}(t),\ldots,x_{N}(t))\",,"S^{\theta}(x(t),\sigma(t))\approx\nabla_{x(t)}\log p(x_{1}(t),\ldots,x_{N}(t))",The neural network \(\mathcal{S}^{\theta}\) approximates the score function of the joint distribution over all noisy sources at time \(t\).
ICLR_2024_oral_52,7,"S^{\theta}(x(t),\sigma(t)):R^{N\times D}\timesR arrowR^{N\times D}\","where \(\mathbf{x}(t)=(\mathbf{x}_{1}(t),\ldots,\mathbf{x}_{N}(t))\) denotes the sources perturbed with the Gaussian kernel in Eq","S^{\theta}(x(t),\sigma(t))\approx\nabla_{x(t)}\log p(x(t))",The neural network \(\mathcal{S}^{\theta}\) is trained to approximate the score function of the joint noisy source distribution.
ICLR_2024_oral_52,8,\nabla_{x_{\overline{I}}(t)}\log p(x_{\overline{I}}(t)\midx_{I}(t)),,\nabla_{x_{\overline{I}}(t)}\log p(x_{\overline{I}}(t)\midx_{I}(t)),"Gradient of the log-conditional prior with respect to the unfixed sources, given the fixed sources at time \(t\)."
ICLR_2024_oral_52,9,"\nabla_{x_{\overline{I}}(t)}\log p([x_{\overline{I}}(t),\hat{x}_{I}(t)])\","where \(\hat{\mathbf{x}}_{\mathcal{I}}\) is a sample from the forward process: \(\hat{\mathbf{x}}_{\mathcal{I}}(t)\sim\mathcal{N}(\mathbf{x}_{\mathcal{I}}(t) ;\mathbf{x}_{\mathcal{I}}(0),\sigma(t)^{2}\mathbf{I})\)","\nabla_{x_{\overline{I}}(t)}\log p(x_{\overline{I}}(t)\midx_{I}(t))\approx\nabla_{x_{\overline{I}}(t)}\log p(x(t))=[\nabla_{x_{1}(t)}\log p(x(t)),\ldots,\nabla_{x_{N}(t)}\log p(x(t))]_{\overline{I}}",The conditional score for the unfixed sources is approximated by the corresponding components of the full prior score.
ICLR_2024_oral_52,10,"\nabla_{x_{\overline{I}}(t)}\log p(x_{\overline{I}}(t)\midx_{I}(t))\approx S_{\overline{I}}^{\theta}([x_{\overline{I}}(t),\hat{x }_{I}(t)],\sigma(t))\",where \(S_{\overline{\mathcal{I}}}^{\theta}\) denotes the entries of the score network corresponding to the sources indexed by \(\overline{\mathcal{I}}\),"S^{\theta}([x_{\overline{I}}(t),\hat{x}_{I}(t)],\sigma(t))",The neural network score function is evaluated on the concatenation of the generated and fixed noisy sources at time \(t\) with noise level \(\sigma(t)\).
ICLR_2024_oral_52,11,\nabla_{x(t)}\log p(x(t)\midy(0))\,,\nabla_{x(t)}\log p(x(t)\midy(0)),"The gradient of the log-posterior with respect to the sources at time \(t\), conditioned on the observed mixture \(\mathbf{y}(0)\)."
ICLR_2024_oral_52,12,"p(y(t)\midx(t))=N(y(t)\mid\sum_{n=1}^{N}x_{n}(t),\gamma^{2}(t)I)",,"p(y(0)\midx(t))=N\left(y(0);\sum_{n=1}^{N}x_n(t),\sigma^2(t)I\right)",The likelihood of the observed mixture \(\mathbf{y}(0)\) given the noisy sources \(\mathbf{x}(t)\) is modeled as a Gaussian centered at the sum of the sources with variance \(\sigma^2(t)\).
ICLR_2024_oral_52,13,p(y(t)\midx(t))=1_{y(t)=\sum_{n=1}^{N}x_{ n}(t)}\,,p(y(t)\midx(t))=\delta\left(y(t)-\sum_{n=1}^{N}x_{n}(t)\right)\,where \(\delta(\cdot)\) denotes the Dirac delta function enforcing the mixture constraint.
ICLR_2024_oral_52,14,"\nabla_{x_{m}(t)}\log p(x(t)\midy(0))\approx S_{m}^{\theta}((x_{1}(t),\dots,x_{N-1}(t),y(0)-\sum_{n=1}^{N-1}x_{n}(t)),\sigma(t)) || -S_{N}^{\theta}((x_{1}(t),\dots,x_{N-1}(t),y(0)-\sum_{n=1}^{N-1}x_{n}(t)),\sigma(t))\",,"\nabla_{x(t)}\log p(x(t)\midy(0))\approx\left[S_{1}^{\theta}(x(t),\sigma(t)),\ldots,S_{N-1}^{\theta}(x(t),\sigma(t)),-\sum_{n=1}^{N-1} S_{n}^{\theta}(x(t),\sigma(t))\right]",where the last entry enforces the mixture constraint by expressing the score for \(\mathbf{x}_N\) as the negative sum of the scores for the other sources.
ICLR_2024_oral_53,1,L=L_{clip}+\lambdaL_{video},where video-paragraph contrastive loss \(\mathcal{L}_{\text{video}}\) explores the temporal correlations between the long video \(\mathbf{V}_{i}\) and its corresponding paragraph \(\mathbf{T}_{i}\) through a novel noise robust temporal optimal transport distance,L_{pretrain}=L_{itm}+\lambdaL_{mlm}+\muL_{mfm},"The overall pre-training loss \(\mathcal{L}_{\text{pretrain}}\) is a weighted sum of the image-text matching loss \(\mathcal{L}_{\text{itm}}\), the masked language modeling loss \(\mathcal{L}_{\text{mlm}}\), and the masked frame modeling loss \(\mathcal{L}_{\text{mfm}}\), with weights \(\lambda\) and \(\mu\)."
ICLR_2024_oral_53,2,"\max_{Q\inQ}&\langleQ,\S\rangle+\varepsilon H(Q)\\s.t.&Q=\{Q\inR _{+}^{n\times m}\midQ1_{m}=\mu,Q^{\top}1_{n}=\nu\}","where \(\mathbf{1}_{m}\) represents the vector of ones in dimension \(m\), \(\boldsymbol{\mu}\in\mathbb{R}^{n}\) and \(\boldsymbol{\nu}\in\mathbb{R}^{m}\) indicate the relative importance of each clip or caption","\max_{Q\inU(p,q)}\langleQ,S\rangle","where \(\mathcal{U}(\mathbf{p},\mathbf{q})\) is the set of doubly stochastic matrices with marginals \(\mathbf{p}\) and \(\mathbf{q}\), and \(\langle \mathbf{Q}, \mathbf{S} \rangle = \operatorname{tr}(\mathbf{Q}^{\top} \mathbf{S})\) denotes the total similarity between clips and captions under assignment \(\mathbf{Q}\)."
ICLR_2024_oral_53,3,"Q^{*}&=Diag(\kappa_{1})\exp(S/\varepsilon)Diag(\kappa_{2}),\\with iteratively updated \kappa_{1}& arrow\mu./(\exp(S/\varepsilon)\kappa_{2}),\\kappa_{2}arrow\nu_{.}/(\exp(S^{\top}/\varepsilon)\kappa_{1})","where \(\boldsymbol{\kappa}_{1}\in\mathbb{R}^{n}\), \(\boldsymbol{\kappa}_{2}\in\mathbb{R}^{m}\) are the non-negative left and right scaling vectors",Q^{*}=diag(u)\exp\left(\frac{S}{\varepsilon}\right)diag(v),where \(\mathbf{u}\) and \(\mathbf{v}\) are scaling vectors iteratively updated to satisfy the marginal constraints.
ICLR_2024_oral_53,4,"L_{video}=-\sum_{i=1}^{N}(\log\frac{\exp((Q_{ii},\S_{ii})/\tau)}{\sum_{j=1}^{N}\exp((Q_{ ij},\S_{ij})/\tau)}+\log\frac{\exp((Q_{ii},\S_{ii})/\tau)}{\sum_{j=1}^{N}\exp((Q_{ ji},\S_{ji})/\tau)})","where \(\mathbf{S}_{ij}\in\mathbb{R}^{n\times m}\) is the clip-caption similarity matrix between video \(\mathbf{V}_{i}\) and paragraph \(\mathbf{T}_{j}\), \(\mathbf{Q}_{ij}\) is the corresponding transport assignment of \(\mathbf{S}_{ij}\), and \(\tau\) is a learnable temperature initialized as 0","L_{video}=-\log\frac{\exp\left(OT(V_i,T_i)/\tau\right)}{\sum_{j=1}^{N}\exp\left(OT(V_i,T_j)/\tau\right)}","where \(\operatorname{OT}(\mathbf{V}_i, \mathbf{T}_j)\) denotes the optimal transport distance between video \(\mathbf{V}_i\) and paragraph \(\mathbf{T}_j\), and \(\tau\) is a temperature parameter."
ICLR_2024_oral_53,5,"[S]_{a,b}=\frac{1}{2}(\frac{1}{f}\sum_{i=1}^{f}\alpha\log(\sum_{j=1}^{w}\exp(\frac{v_{a}^{i}\cdott_{b}^{j}}{\alpha}) )+\frac{1}{w}\sum_{i=1}^{w}\alpha\log(\sum_{j=1}^{f}\exp(\frac{t_{b}^{i}\cdotv_{a}^{j}}{\alpha})))",,"[S_{fine}]_{a,b}=\frac{1}{\gamma}\log\sum_{j=1}^{f}\sum_{k=1}^{w}\exp\left(\gamma\cdot s(v_a^j,t_b^k)\right)","where \([\mathbf{S}_{\text{fine}}]_{a,b}\) denotes the fine-grained similarity between clip \(\mathbf{v}_a\) and caption \(\mathbf{t}_b\), \(s(\mathbf{v}_a^j, \mathbf{t}_b^k)\) is the similarity between frame \(j\) in clip \(a\) and word \(k\) in caption \(b\), and \(\gamma\) is a temperature parameter controlling the sharpness of the softmax."
ICLR_2024_oral_53,6,"[\bar{S}]_{a,m+1}=[\bar{S}]_{n+1,b}=[\bar{S}]_{n+1, m+1}=p,\,[\bar{S}]_{a,b}=[S]_{a,b},\\forall a\in[1,n],\b\in[1,m]",,S'=S &p\\p^\top & p,"where \(\mathbf{S}'\) is the augmented similarity matrix with the alignable prompt bucket, \(\mathbf{p}\) is a column vector of value \(p\), and \(p\) is a scalar prompt bucket value."
ICLR_2024_oral_53,7,"\max_{\hat{Q}\in\hat{Q}}\\\\langle\hat{Q},\\hat{S}\rangle+\varepsilon H(\hat{Q})\\\\s.t.\\\\hat{Q}=\{\hat{Q}\inR^{B\times B}_{+}\mid\hat{Q}1_{B}=\frac{1}{B}1_{B},\hat{Q}^{\top}1_{B}=\frac{1}{B}1_{B}\}",where the transport assignment \(\hat{\mathbf{Q}}\) attempts to realign the clips with similar captions (_i,"\hat{Q}^{*}=\arg\max_{Q\inQ}\langleQ,\hat{S}\rangle+\varepsilon H(Q)",where \(\hat{\mathbf{Q}}^{*}\) is the optimal transport assignment for the within-batch clip-caption similarity matrix \(\hat{\mathbf{S}}\).
ICLR_2024_oral_53,8,"L_{clip}=-\sum\limits_{i=1}^{B}\sum\limits_{j=1}^{B}[ T]_{i,j}(\log\frac{\exp([\hat{S}]_{i,j}/\tau)}{\sum_{k=1}^{B}\exp([\hat{S}]_{i,k}/\tau)}+\log\frac{\exp([\hat{S}]_{i,j}/\tau)}{\sum_{k=1}^{B}\exp([\hat{S}]_{i,j}/\tau)}),T=(1-\beta )\,I_{B}+\beta\hat{Q}^{*}",where \(\beta\) is a weighted parameter that balances the identity target \(\mathbf{I}_{B}\) and realigned targets \(\hat{\mathbf{Q}}^{*}\),L_{clip}=-\frac{1}{B}\sum_{i=1}^{B}\sum_{j=1}^{B}\hat{Q}^{*}_{ij}\log\frac{\exp(\hat{S}_{ij}/\tau)}{\sum_{k=1}^{B}\exp(\hat{S}_{ik}/\tau)},"where \(\hat{\mathbf{Q}}^{*}\) is the optimal transport assignment from Eq. (7), \(\hat{\mathbf{S}}_{ij}\) is the similarity between the \(i\)-th clip and \(j\)-th caption, and \(\tau\) is the temperature parameter."
ICLR_2024_oral_54,1,"\min_{S\inR^{N\times d}}D(\nabla_{\theta}\ell(S;\theta),\nabla_{\theta}\ell(B;\theta))=D( S,B;\theta)","where the function \(D(\cdot)\) is defined as a distance metric such as MSE, \(\theta\) represents the model parameters, and \(\nabla_{\theta}\ell(\cdot)\) denotes the gradient, utilizing either the big dataset \(\mathcal{B}\) or its synthetic version \(\mathcal{S}\)","L_{grad}=\sum_{c=1}^{C}\left\|\nabla_\theta\ell(f_\theta(B_c), y_c)-\nabla_\theta\ell(f_\theta(S_c), y_c)\right\|_2^2","\(\mathcal{L}_{\text{grad}}\) is the gradient matching loss that measures the squared Euclidean distance between the gradients of the loss with respect to model parameters on the real and synthetic datasets, summed over all classes \(c\)."
ICLR_2024_oral_54,2,"SarrowS-\lambda\nabla_{S}D( S,B;\theta),\quad\thetaarrow\theta-\eta\nabla_{\theta}\ell(\theta;S)","where \(\lambda\) and \(\eta\) are learning rates designated for \(\mathcal{S}\) and \(\theta\), respectively","S^{(t+1)} &=S^{(t)}-\eta_{S}\nabla_{S} D(S^{(t)},B;\theta^{(t)})\\\theta^{(t+1)} &=\theta^{(t)}-\eta_{\theta}\nabla_{\theta}\ell(S^{(t+1)};\theta^{(t)})","where \(\eta_{\mathcal{S}}\) and \(\eta_{\theta}\) are the learning rates for updating the synthetic dataset and the model parameters, respectively, and \(t\) denotes the iteration step."
ICLR_2024_oral_54,3,"\min_{S\inR^{N\times d}}D(\nabla_{\theta }\ell(S_{[1]},S_{[2]},\ldotsS_{[N]};\theta ),\nabla_{\theta}\ell(B;\theta))","where \(\mathcal{S}_{[n]}=\mathcal{S}_{\{1,2,\ldots,n\}}\subset\mathcal{S}=\mathcal{S}_ {[N]}\) represents \(n_{th}\) subset of the synthetic dataset \(\mathcal{S}\in\mathbb{R}^{N\times d}\)","\min_{S\inR^{N\times d}}\sum_{n=1}^{N}\alpha_n D(S_{[n]},B;\theta)","where \(\mathcal{S}_{[n]}\) denotes a subset of the synthetic dataset of size \(n\), and \(\alpha_n\) is a weighting coefficient for each subset size."
ICLR_2024_oral_54,4,"SarrowS-\lambda(\nabla_{S}D(S,B;\theta)+\nabla_{S_{[n]}}D(S_{[n]},B;\theta)),\hskip 14.226378ptn\in[1,N-1]","where \(\mathcal{S}=\mathcal{S}_{[N]}\) represents the condensed dataset of \(N\) images and is associated with the ""base loss""","S\leftarrowS-\lambda\nabla_{S}\left( D(\nabla_{\theta}\ell(S_{[N]};\theta),\nabla_{\theta}\ell(B;\theta))+\alpha\sum_{n=1}^{N-1} D(\nabla_{\theta}\ell(S_{[n]};\theta),\nabla_{\theta}\ell(B;\theta))\right)","where \(\alpha\) is a balancing hyperparameter for the subset loss, and the update jointly optimizes both the base loss (for the full synthetic set) and the subset losses (for all smaller subsets)."
ICLR_2024_oral_54,5,"F_{t}(S_{[n]},B)=D(f_{t}(S _{[n]}),f_{t}(B))","where \(f_{t}(\cdot)\) is the feature extraction function for \(t_{th}\) condensation iteration, and \(D(\cdot)\) is a distance metric like MSE","d_{feat}^{(t)}(S_{[n]},B)=D(f(S_{[n]};\theta^{(t)}), f(B;\theta^{(t)}))","where \(d_{feat}^{(t)}(\mathcal{S}_{[n]}, \mathcal{B})\) denotes the feature distance at iteration \(t\), \(f(\cdot; \theta^{(t)})\) is the feature extractor parameterized by \(\theta^{(t)}\), and \(D(\cdot)\) is a distance metric such as MSE."
ICLR_2024_oral_54,6,"F_{t}(S_{[p]},B)>F_{t}(S_{[q]},B),\;\;if\;\;\;1<p<q<N",,"F_{t}(S_{[p]},B)>F_{t}(S_{[q]},B),\quad 1<p<q<N",The feature distance between a smaller subset \(\mathcal{S}_{[p]}\) and the big dataset \(\mathcal{B}\) is greater than that between a larger subset \(\mathcal{S}_{[q]}\) and \(\mathcal{B}\) at iteration \(t\).
ICLR_2024_oral_54,7,"\underbrace{F_{t-\Delta t}(S_{[p]},B)>F_{t} (S_{[p]},B)}_{p},\;\;\underbrace{F_{t-\Delta t }(S_{[q]},B)>F_{t}(S_{[q]},B)}_{q}",where \(t-\Delta t\) and \(t\) are two different time points for the condensation process,"F_{t}(S_{[1]},B)>F_{t}(S_{[2]},B)>\cdots>F_{t}(S_{[N-1]},B)","where the feature distance between the smallest subset and the big dataset is the largest, and the feature distance decreases as the subset size increases"
ICLR_2024_oral_54,8,"R(S_{[n]},t)=\frac{\Delta F_{S_{[n]}}}{\Delta t}=\frac{ |F_{t}(S_{[n]},B)-F_{t-\Delta t}(S_{[n]},B)|}{\Delta t}","where \(R(\mathcal{S}_{[n]},t)\) represents the rate of change of feature distance for subset \(\mathcal{S}_{[n]}\) at the time point \(t\), and \(\Delta F_{\mathcal{S}_{[n]}}\) denotes the change in feature distance of subset \(\mathcal{S}_{[n]}\) from time \(t-\Delta t\) to \(t\)","r_{t}(S_{[n]},B)=F_{t-\Delta t}(S_{[n]},B)-F_{t}(S_{[n]},B)","where \(r_{t}(\mathcal{S}_{[n]}, \mathcal{B})\) denotes the feature distance reduction rate for subset \(\mathcal{S}_{[n]}\) at iteration \(t\)."
