paper_id,equation_id,ground_truth_eq,ground_truth_description,generated_equation,generated_description
ICLR_2024_oral_24,5,"\min_{a_{t}}\int_{\tau}^{1}\lVerta_{t}\rVert_{2}^{2}dt+(m_{1}-m_{1})^{T} R(m_{1}-m_{1})& s.t\underbrace{dx_{t}\\dv_{t}}_{dm_{t}}&=v_{t}\\a_{t}(x_{t},v_{t},t)dt+\underbrace{0&0\\0&g_{t}}_{g_{t}}dw_{t},\\m_{\tau}:=x_{\tau}\\v_{\tau}&=x_{\tau}\\v_{\tau},&R=r&0\\0&r\otimesI_{d},&x_{1}\sim p_{data}",,"dx_{t}=v_{t}(x,t)dt+g_{t}dw_{t},\quadv_{t}:=(x_{1}-x_{t})/(1-t)","The stochastic differential equation that models the bridge matching framework, where the drift term is designed to induce a Brownian Bridge."
ICLR_2024_oral_24,6,"a^{*}(m_{t},t)=g_{t}^{2}P_{11}(\frac{x_{1}-x_{t}}{1-t}-v_{t})\quadwhere:\quad P_{11}=\frac{-4}{g_{t}^{2}(t-1)}",,"dm_{t}=v_{t}\\a_{t}(x_{t},v_{t},t)dt+0&0\\0&g_{t}dw_{t},\quada_{t}(x_{t},v_{t},t)=\frac{v_{1}-v_{t}}{1-t}","The acceleration \(\mathbf{a}_{t}\) is defined as the difference between the terminal velocity \(\mathbf{v}_{1}\) and the current velocity \(\mathbf{v}_{t}\), scaled by the remaining time \(1-t\)."
ICLR_2024_oral_24,7,"dx_{t}\\dv_{t}=v_{t}\\F_{t}dt+0&0\\0&h_{t}dw_{t}\quads.t\quadm_{0}:=x_{0}\\v_{0}\simN(\mu_{0},\Sigma_{0}) || Bridge Matching SDE:F_{t}:=F_{t}^{b}(m_{t},t)\equiva_{t}^{*}(m_{t},t), h(t):=g(t) || Probabilistic ODE:F_{t}:=F_{t}^{p}(m_{t},t)\equiva_{t}^{*}(m_{t},t)-\frac{1}{2}g_{t}^{2 }\nabla_{v}\log p(m,t), h(t):=0",,dm_{t}=v_{t}\\\frac{4}{g_{t}^{2}(1-t)}(\frac{x_{1}-x_{t}}{1-t}-v_{t})dt+0\\g_{t}dw_{t},"The force term for SDE and ODE in the Acceleration Generative Model, incorporating the optimal control and the score term."
ICLR_2024_oral_24,8,"m_{t}=\mu_{t}+L_{t}\epsilon=\mu_{t}+L_{t}^{xx}\epsilon_{0}\\L_{t}^{xv}\epsilon_{0}+L_{t}^{vv}\epsilon_{1},\nabla_{v}\log p_{t}:=-\ell_{t}\epsilon_{1}","where \(\boldsymbol{\Sigma}_{t}=\mathbf{L}_{t}\mathbf{L}_{t}^{\mathsf{T}}\), \(\epsilon=\begin{bmatrix}\boldsymbol{\epsilon}_{0}\\ \boldsymbol{\epsilon}_{1}\end{bmatrix}\sim\mathcal{N}(\mathbf{0},\mathbf{I}_{2d})\) and \(\ell_{t}=\sqrt{\frac{\Sigma_{t}^{xx}}{\Sigma_{t}^{xx}\Sigma_{t}^{xx}-(\Sigma _{t}^{xx})^{2}}}\)","m_{t}=\mu_{t}+L_{t}z,\quadz\simN(0,I_{2d})","The equation represents the reparameterization of the intermediate state \(\mathbf{m}_{t}\) using the mean \(\boldsymbol{\mu}_{t}\), the Cholesky decomposition \(\mathbf{L}_{t}\) of the covariance matrix \(\boldsymbol{\Sigma}_{t}\), and a standard normal variable \(\mathbf{z}\)."
ICLR_2024_oral_24,9,"a^{*}(m_{t},t)=4x_{1}(1-t)^{2}-g_{t}^{2}P_{11}[ (\frac{L_{t}^{xx}}{1-t}+L_{t}^{xv})\epsilon_{0}+L_{t}^{vv}\epsilon_{1}]",,"F_{t}^{p}(m_{t},t)=a_{t}^{*}(m_{t},t)-\frac{1}{2}g_{t}^{2}\nabla_{v}\log p(m,t)=g_{t}^{2}P_{11}(\frac{x_{1}-x_{t}}{1-t}-v_{t})+\frac{1}{2}g_{t}^{2}\ell_{t}\epsilon_{1}","The force term in the probabilistic ODE is a function of the current state, time, and parameters, and is used to guide the dynamics towards the target data point."
ICLR_2024_oral_24,10,"\min_{\theta}E_{t\in[0,1]}E_{x_{1}\sim p_{ data}}E_{m_{t}\sim p_{t}(m_{t}|x_{1})}\lambda(t)[\|F_{t}^{\theta}(m_{t},t;\theta)-F _{t}(m_{t},t)\|_{2}^{2}]",Where \(\lambda(t)\) is known as the reweight of the objective function across the time horizon,F_{t}^{\theta}=s_{t}^{\theta}\cdotz_{t},The force term is expressed as a product of the network output and a normalizer.
ICLR_2024_oral_24,11,"x_{t_{i+1}}\\v_{t_{i+1}}=\Phi(t_{i+1},t_{i})x _{t}\\v_{t}+\sum_{j=0}^{w}\int_{t_{i}}^{t_{i+1} }(t_{i+1}-\tau)z_{\tau}\cdotM_{i,j}(\tau) d\tau\s_{t}^{\theta}(m_{t_{i-j}},t_{i-j}))\\\int_{t_{i}}^{t_{i+1}}z_{\tau}\cdotM_{i,j}(\tau) d\tau\cdots_{t}^{\theta}(m_{t_{i-j}},t_{i-j})",,m_{t}=\mu_{t}+L_{t}\epsilon=\mu_{t}+L_{t}^{xx}\epsilon_{0}\\L_{t}^{xv}\epsilon_{0}+L_{t}^{vv}\epsilon_{1},"The equation represents the reparameterization of the intermediate state \(\mathbf{m}_{t}\) using the mean \(\boldsymbol{\mu}_{t}\), the Cholesky decomposition \(\mathbf{L}_{t}\) of the covariance matrix \(\boldsymbol{\Sigma}_{t}\), and the standard normal noise \(\boldsymbol{\epsilon}\)."
ICLR_2024_oral_24,12,"\tilde{x}_{1}^{SDE}=\frac{(1-t)(F_{t}^{\theta}+v_{t })}{g_{t}^{2}P_{11}}+x_{t}, or \quad\tilde{x}_{1}^{ODE}=\frac{F_{t}^{\theta}+g_{t}^{2}P_{ 11}(\alpha_{t}x_{t}+\beta_{t}v_{t})}{4(t-1)^{2}+g_{t}^{2}P_{ 11}(\alpha_{t}\mu_{t}^{x}+\beta_{t}\mu_{t}^{v})}",,"\tilde{x}_{1}=x_{t}+(1-t)v_{t}+\frac{1}{2}(1-t)^{2}F_{t}^{\theta}(m_{t},t;\theta)","The estimated data point \(\tilde{\mathbf{x}}_{1}\) is a function of the current state \(\mathbf{x}_{t}\), velocity \(\mathbf{v}_{t}\), and the trained force term \(\mathbf{F}_{t}^{\theta}\) at time step \(t\)."
ICLR_2024_oral_25,1,"\underbrace{\nu(x)>0,\\\forall x\inInterior(M_{o})}_{Case 1: inside the open surface},\quad\underbrace{\nu(x)=0,\\\forall x\in\partialM_{o}}_{Case 2: on the surface boundary},\quad\underbrace{\nu(x)<0,\\Otherwise}_{ Case 3: outside the open surface}",where \(\nu\) can be instantiated as the signed geodesic distance to the open surface boundary living on the watertight template,\nu:M\rightarrowR,\(\nu\) is a continuous and differentiable mapping on the template sphere \(\mathcal{M}\) that characterizes if a point belongs to the open surface \(\mathcal{M}_{o}\)
ICLR_2024_oral_25,2,L_{mSDF-reg}(\theta_{mSDF})=\underbrace{\sum_{u:v_{\theta_{ ndSF}}(u)\geq 0}L_{nuber}(v_{\theta_{noster}}(u))}_{ Encourage hole opening}+\underbrace{\tau\cdot\sum_{{c}u^{\prime}:v_{\theta_{ ndSF}}(u^{\prime})=0\\u^{\prime} visible from some q\in Q}L_{nuber}(v_{\theta_{n ober}}(u^{\prime})-\epsilon)}_{Regularize holes from being too large},,\nu^{\prime}=\frac{s_{i}\nu_{j}-s_{j}\nu_{i}}{s_{i}-s_{j}},The mSDF value on the extracted mesh vertex is computed using the SDF values and mSDF values of the edge vertices.
ICLR_2024_oral_25,3,"u^{\prime}=\frac{|\nu_{1}|}{|\nu_{1}-\nu_{2}|}\cdot u_{2}-\frac{|\nu_{2}|}{|\nu_{1}-\nu_{2}|}\cdot u_{1},\quad\nu_{1}<0<\nu_{2}",,\nu^{\prime}=\frac{s_{i}\nu_{j}-s_{j}\nu_{i}}{s_{i}-s_{j}},The equation represents the computation of the mSDF value on the extracted mesh vertex using the SDF values and mSDF values of the grid vertices.
ICLR_2024_oral_26,1,E=({cccc}W^{(l)\top}&W^{(2)\top}&W^{(l)\top}&W^{(l)\top}\\\hline\ddots&W^{(2)\top}&W^{(2)\top}&W ^{(l)\top}\\),where \(\mathbf{\mathrm{W}}^{(l)\top}\) denotes the transposed weight matrix,"V=b^{(1)}\\\vdots\\b^{(L)} ,E=W^{(1)} &\cdots &0\\\vdots &\ddots &\vdots\\0 &\cdots &W^{(L)}","The node feature matrix \(\mathbf{V}\) contains the biases of the MLP, and the edge feature matrix \(\mathbf{E}\) contains the weights of the MLP."
ICLR_2024_oral_26,2,"V_{probe}=\Big{(}x,\alpha\Big{(}W^{(1)}x+b^{(1)}\Big{)},f(x)\Big{)}^{\top}",,V=b^{(1)}\\\alpha\big{(}W^{(1)}x+b^{(1)}\big{)}\\W^{(2)}\alpha\big{(}W^{(1)}x+b^{(1)}\big{)}+b^{(2)},"The node feature matrix V for a simple neural network with two layers, including the input, the activation of the first layer, and the output of the second layer."
ICLR_2024_oral_26,3,"e_{ij}^{(k+1)}=\phi_{e}^{(k+1)}\Big{(}\Big{[}v_{i}^{(k)},e_{ij}^{(k)},v_{j}^{(k)}\Big{]}\Big{)}",where \(k\) is the layer index in our network,"E^{(l+1)}=\phi_{e}\Big{(}E^{(l)},V^{(l)}\Big{)}",The edge feature update function for the graph neural network.
ICLR_2024_oral_26,4,"m_{ij}=\phi_{scale}(e_{ij})\odot\phi_{m}([v_ {i},v_{j}])+\phi_{shift}(e_{ij})",,"v_{i}^{(k+1)}=\phi_{v}^{(k+1)}\Big{(}\Big{[}v_{i}^{(k)},\sum_{j\inN(i)}e_{ij}^{(k)}\odotv_{j}^{(k)}\Big{]}\Big{)}",where \(\odot\) denotes element-wise multiplication and \(\phi_{v}^{(k+1)}\) is a learnable function at layer \(k+1\).
ICLR_2024_oral_26,5,v_{ij}=(W_{scale}^{value}e_{ij} )\odot(W_{n}^{value}v_{j})+ W_{shift}^{value}e_{ij},,V'=\phi_{scale}(E)\odotV+\phi_{shift}(E),"The equation represents the modulation of the value matrix in the self-attention module of the transformer, where the edge features are used to compute scaling and shifting factors."
ICLR_2024_oral_27,1,\sum_{i=1}^{N_{k}}W(A_{i}^{k})=W(\bigcup_{i=1}^{N_{k}}A_{i}^{k})=W(A^{0}),,W(A^{0})=\sum_{i=1}^{N_{k}} W(A_{i}^{k})\,The equation represents the property of white Gaussian noise where the noise defined on a coarser partition can be expressed as the sum of noises defined on a finer partition.
ICLR_2024_oral_27,2,"(W(A^{k})|W(A^{0})=x)\simN(\bar{\mu},\bar{\Sigma}),\quadwith \bar{\mu}=\frac{x}{N_{k}}u,\bar{\Sigma}=\frac{1}{N_{k}} (I_{N_{k}}-\frac{1}{N_{k}}uu^{\top})","where \(\mathbf{u}=(1,\ldots,1)^{\top}\)","N\left(\frac{x}{N_{k}}1,\nu_{k}I-\frac{1}{N_{k}}11^{\top}\right)",The conditional distribution of sub-pixel values given the value of an entire pixel.
ICLR_2024_oral_27,3,"(W(A^{k})|W(A^{0})=x)=\bar{\mu}+UZ=\frac{x}{N_{k}} u+\frac{1}{\sqrt{N_{k}}}(Z-\langle Z\rangleu),\quadwith Z\sim(0,I)",where \(\langle Z\rangle\) is the mean of \(Z\),W(A^{k})=\frac{x}{N_{k}}u+\frac{1}{\sqrt{N_{k}}}Uz,where \(\mathbf{z}\) is a standard Gaussian random variable.
ICLR_2024_oral_27,4,T(W)(A)=\int_{x\in A}\frac{1}{|\nablaT(T^{-1}(x))|^{\frac{1}{2}}}W(T^{-1}(x))\dx,where \(\left|\nabla\mathcal{T}\right|\) is the determinant of the Jacobian of \(\mathcal{T}\),T(W)(A)=W(T^{-1}(A)),The noise transport equation defines how a continuous white noise W is transported with a diffeomorphic deformation field \(\mathcal{T}\) in a distribution-preserving manner.
ICLR_2024_oral_27,5,G(p)=\frac{1}{\sqrt{|\Omega_{p}|}}\sum_{A_{s}^{k}\in\Omega_ {p}}W_{k}(A_{s}^{k})\,,T(W)(p)=\frac{1}{|P|}\sum_{i\inP}W(A_{i}^{k}),where \(\mathcal{P}\) is the set of sub-pixels covered by the warped polygon and \(|\mathcal{P}|\) is the number of sub-pixels in \(\mathcal{P}\).
ICLR_2024_oral_27,6,"z_{i}=\alpha x_{i-1}+(1-\alpha)x_{i},\quad z_{i}\simN(0,\,\sigma_{z }^{2}),\quadwith \sigma_{z}^{2}=\alpha^{2}+(1-\alpha)^{2}",,z_{i}=(1-\alpha)x_{i}+\alpha x_{i+1},where \(z_{i}\) is the interpolated value at location \(i\) after applying the translation mapping \(\mathcal{T}^{1}_{1D}\).
ICLR_2024_oral_27,7,"z_{i}|x_{i},x_{i-1}\simN(\mu_{\infty},\sigma_{\infty}^{2}),\quadwith \{{l}\mu_{\infty}=\alpha x_{i-1}+(1-\alpha)x_{i}\\\sigma_{\infty}^{2}=1-(\alpha^{2}+(1-\alpha)^{2})=1-\sigma_{z}^{2}",,"z\simN(\alpha x_{i-1}+(1-\alpha)x_{i},\alpha(1-\alpha))","where \(z\) is a Brownian bridge between neighboring \(x\) values, and \(\alpha\) is the translation parameter."
ICLR_2024_oral_28,1,\lVertA\hat{x}^{\star}-b\rVert_{2}^{2}\leq(1+\epsilon)\lVertAx^{\star}-b\rVert_{2}^{2},,\lVertA\hat{x}^{\star}-b\rVert_{2}^{2}\leq(1+\epsilon)\lVertAx^{\star}-b\rVert_{2}^{2},\(\hat{\mathbf{x}}^{\star}\) represents the estimated optimal model parameters.
ICLR_2024_oral_28,2,\tau_{i}=\|u_{i}\|_{2}^{2}=a_{i}^{T}(A^{T} A)^{-1}a_{i}=\max_{x\inR^{d}}(a_{i}^{T}x)^{2}/\|Ax\|_{2}^{2},,\tau_{i}=\lVertu_{i}\rVert_{2}^{2},The leverage score \(\tau_{i}\) of the \(i\)-th row in \(\mathbf{A}\) measures the degree to which the \(i\)-th row influences the range of \(\mathbf{A}\).
ICLR_2024_oral_28,3,\|A\tilde{x}^{*}-b\|_{2}^{2}\leq(1+\epsilon)\|Ax^{*}-b\|_{2}^{2},,\lVert\tilde{A}\tilde{x}^{*}-\tilde{b}\rVert_{2}^{2}\leq(1+\epsilon)\lVertAx^{*}-b\rVert_{2}^{2},"The equation represents the guarantee for the approximation quality of the solution obtained through pivotal sampling, where the scaled sampled data and target are used to find the optimal parameters."
ICLR_2024_oral_28,4,\|\tilde{p}-b\|_{2}^{2}\leq(1+\epsilon)\underset{degree d polynomial p}{\min}\|p-b\|_{2}^{2},,"\|\tilde{p}-b\|_{L_{2}([\ell,u])}^{2}\leq(1+\epsilon)\cdot\inf_{p\inP_{d}}\|p-b\|_{L_{2}([\ell,u])}^{2}","The equation represents the upper bound of the L2 norm of the difference between the constructed polynomial and the target function, in terms of the best possible polynomial approximation of the same degree."
ICLR_2024_oral_28,5,"I_{\mu}^{S}(i,j)=\Pr_{\mu}[\xi_{j}=1|\xi_{i}=1\wedge\xi_{\ell}=1\forall\ell\inS]-\Pr_{\mu}[\xi_{j}=1|\xi_{\ell}=1\forall\ell\inS]",,"I_{\mu}^{S}(i,j)=P_{\xi\sim\mu}[\xi_{i}=1|\xi_{S}=1,\xi_{j}=1]-P_{\xi\sim\mu}[\xi_{i}=1|\xi_{S}=1,\xi_{j}=0]","\(\mathcal{I}_{\mu}^{\mathcal{S}}(i,j)\) measures the difference in probability of \(\xi_{i}\) being 1 when \(\xi_{j}\) is 1 versus 0, conditioned on \(\xi_{\mathcal{S}}\) being 1."
ICLR_2024_oral_29,1,"\frac{dx}{d\sigma}=-\sigma\nabla_{x}\log p _{\sigma}(x)\quad\sigma\in[\sigma_{min},\sigma_{max}]",where the term \(\nabla_{\mathbf{x}}\log p_{\sigma}(\mathbf{x})\) is known as the _score function_ of \(p_{\sigma}(\mathbf{x})\)(Song et al,\frac{\partial p_{\sigma}(x)}{\partial\sigma}=\nabla\cdot\left(\sigma\nabla p_{\sigma}(x)\right),The probability flow ordinary differential equation (ODE) describes how the perturbed distribution $p_{\sigma}(\mathbf{x})$ changes with respect to the standard deviation $\sigma$ of the added Gaussian noise.
ICLR_2024_oral_29,2,"f_{\theta}(x,\sigma)=c_{skip}(\sigma)x+c_{out}(\sigma)F_{\theta}(x,\sigma)","where \(\mathbf{F}_{\mathbf{\theta}}(\mathbf{x},\sigma)\) is a free-form neural network, while \(c_{\text{skip}}(\sigma)\) and \(c_{\text{out}}(\sigma)\) are differentiable functions such that \(c_{\text{skip}}(\sigma_{\text{min}})=1\) and \(c_{\text{out}}(\sigma_{\text{min}})=0\)","f_{\theta}(x,\sigma)=x+(\sigma_{min}-\sigma)h_{\theta}(x,\sigma)","The consistency model is parameterized as a function of the input data and noise level, where $\mathbf{h}_{\theta}(\mathbf{x},\sigma)$ is a neural network."
ICLR_2024_oral_29,3,"L^{N}(\theta,\theta^{-})=E[\lambda(\sigma_{i} )d(f_{\theta}(x_{\sigma_{i+1}},\sigma_{i+1}),f_{\theta}_{-}(\tilde{x}_{\sigma_{i}},\sigma_{i}))]",where \(\tilde{\mathbf{x}}_{\sigma_{i}}=\mathbf{x}_{\sigma_{i+1}}-(\sigma_{i}-\sigma_{ i+1})\sigma_{i+1}\nabla_{\mathbf{x}}\log p_{\sigma_{i+1}}(\mathbf{x})|_{\mathbf{x}= \mathbf{x}_{\sigma_{i+1}}}\),"L_{CM}(\theta)=\sum_{i=1}^{N-1}E_{x\sim p_{\sigma_{i}}(x)}\left[\left\|f_{\theta}(x,\sigma_{i})-f_{\theta}(x,\sigma_{i+1})\right\|_{2}^{2}\right]",The consistency matching loss measures the difference between the model's predictions at consecutive noise levels.
ICLR_2024_oral_29,4,\theta^{-}arrowstopgrad(\mu\theta^{-}+(1-\mu)\theta),,\theta^{-}_{t}=\alpha\theta^{-}_{t-1}+(1-\alpha)\theta_{t},The update rule for the teacher network's parameter using Exponential Moving Average (EMA).
ICLR_2024_oral_29,5,"L_{CT}^{N}(\theta,\theta^{-})=E[\lambda(\sigma_{i})d(f_{\theta}(x+\sigma_{i+1}z,\sigma_ {i+1}),f_{\theta^{-}}(x+\sigma_{i}z,\sigma_{i}))]",,"L^{N}(\theta,\theta^{-})=E[\lambda(\sigma_{i})d(f_{\theta}(x_{\sigma_{i+1}},\sigma_{i+1}),f_{\theta^{-}}(x+\sigma_{i}z,\sigma_{i}))]",The consistency training objective is a loss function that measures the difference between the student network and the teacher network.
ICLR_2024_oral_29,6,"\lim_{N\to\infty}L^{N}(\theta,\theta^{-})=\lim_{N\to\infty}L^{N}_{CT}(\theta,\theta^{-})=E\Big{[}\big{(} 1-\frac{\sigma_{min}}{\sigma_{i}}\big{)}^{2}(\theta-\theta^{-})^{2}\Big{]}\quadif\theta^{-}\neq\theta || \lim_{N\to\infty}\frac{1}{\Delta\sigma}\frac{d L^{N}(\theta,\theta^{-})}{d\theta}=\{{ll}\frac{dL}{d\theta}E\Big{[}\frac{\sigma_ {min}}{\sigma_{i}^{2}}\Big{(}1-\frac{\sigma_{min}}{\sigma_{i}}\Big{)}(\theta-\xi)^{2}\Big{]},&\theta^{-}=\theta\\+\infty,&\theta^{-}\prec\theta\\-\infty,&\theta^{-}>\theta",,"\lim_{N\to\infty}L^{N}(\theta,\theta^{-})=\lim_{N\to\infty}\frac{1}{N-1}\sum_{i=1}^{N-1}\|f_{\theta}(x_{\sigma_{i+1}},\sigma_{i+1})-f_{\theta^{-}}(\tilde{x}_{\sigma_{i}},\sigma_{i})\|_{2}^{2}=\frac{(\theta-\theta^{-})^{2}(\sigma_{max}^{2}-\sigma_{min}^{2})}{\sigma_{min}^{2}}","where \(\mathbf{f}_{\theta}(\mathbf{x},\sigma)=\frac{\sigma_{\text{min}}}{\sigma}\mathbf{x}+\left(1-\frac{\sigma_{\text{min}}}{\sigma}\right)\theta\) and \(\tilde{\mathbf{x}}_{\sigma_{i}}=\mathbf{x}_{\sigma_{i+1}}-(\sigma_{i}-\sigma_{i+1})\sigma_{i+1}\nabla_{\mathbf{x}}\log p_{\sigma_{i+1}}(\mathbf{x})|_{\mathbf{x}=\mathbf{x}_{\sigma_{i+1}}}\)."
ICLR_2024_oral_29,7,"d(x,y)=\sqrt{\lVertx-y\rVert_{2}^{2}+c^{2}}-c",,"d(x,y)=\sqrt{\|x-y\|_{2}^{2}+c^{2}}-c","The Pseudo-Huber metric function measures the difference between two vectors x and y, with a smoothing parameter c."
ICLR_2024_oral_29,8,"N(k)=\min(s_{0}2^{\lfloor\frac{1}{N}\rfloor},s_{1})+1,\quad K^{\prime}=\Big{|}\frac{K}{\log_{2}[s_{1}/s_{0}]+1}\Big{|}",,"N(k)=\min(s_{0}2^{\frac{k}{K}},s_{1})+1","The equation represents the improved curriculum for total discretization steps, where N(k) is the number of discretization steps at training iteration k, s0 and s1 are hyperparameters, and K is the total number of training iterations."
ICLR_2024_oral_3,1,"\theta^{*}\in\operatorname*{arg\,min}_{\theta\inR^{d}}f(\theta),\\\where f(\theta)\triangleqE_{X\sim\mu}[F(\theta,X) ]=\sum_{i\inN}\mu_{i}F(\theta,i)",,\min_{x\inR^d} f(x)=E_{\xi\simD}[f(x;\xi)],"The equation represents the general form of a stochastic optimization problem, where f(x) is the objective function, x is the variable, ξ is a random variable following distribution ℓ, and ℓ is the data distribution."
ICLR_2024_oral_3,2,"\theta_{n+1}=\theta_{n}+\beta_{n+1}H(\theta_{n},X_{n+1}),\\\\forall\n\geq 0","where, roughly speaking, \(H(\mathbf{\theta},i)\) contains gradient information \(\nabla_{\mathbf{\theta}}F(\theta,i)\), such that \(\mathbf{\theta}^{*}\) solves \(\mathbf{h}(\mathbf{\theta})\triangleq\mathbb{E}_{X\sim\mathbf{\mu}}[H(\mathbf{\theta},X)]= \sum_{i\in\mathcal{N}}\mu_{i}H(\mathbf{\theta},i)=\mathbf{0}\)","\theta_{n+1}=\theta_{n}-\beta_{n}\nabla F(\theta_{n}, X_{n})","The update rule for stochastic optimization algorithms, where $\mathbf{\theta}_{n}$ is the parameter vector at iteration $n$, $\beta_{n}$ is the step size, and $\nabla F(\mathbf{\theta}_{n}, X_{n})$ is the gradient of the objective function with respect to the parameter vector."
ICLR_2024_oral_3,3,"K_{ij}[x]\triangleq\frac{P_{ij}(x_{j}/\mu_{j})^{-\alpha}}{\sum_{k\inN}P_{ik}(x_{k}/\mu_{k})^{-\alpha}},\quad\quad\forall\,i,j\in N",,"K[x]_{ij}=\frac{\mu_{j}x_{j}^{\alpha-1}}{\sum_{k\inN}\mu_{k}x_{k}^{\alpha-1}},\\\\forall\i,j\inN","The non-linear transition kernel of the self-repellent random walk, where $\mathbf{x}$ is a probability distribution, $\mu$ is the target distribution, $\alpha$ is a positive scalar controlling the strength of self-repellence, and $i$ and $j$ are nodes in the graph."
ICLR_2024_oral_3,4,"Draw:\qquad X_{n+1}\simK_{X_{n},\cdot}[x_{n}]",,"\theta_{n+1}=\theta_{n}+\beta_{n+1}H(\theta_{n},X_{n+1}),\\\\forall\n\geq 0",The SA-SRRW algorithm updates the parameter vector using the stochastic approximation iteration with the noise sequence generated by the Self Repellent Random Walk.
ICLR_2024_oral_3,5,"\quadx_{n+1}=x_{n}+\gamma_{n+1}(\delta_{X_{n+1}}-x_{n}) || \quad\theta_{n+1}=\theta_{n}+\beta_{n+1}H(\theta_{n},X_{ n+1})",,"\theta_{n+1}=\theta_{n}+\beta_{n+1}H(\theta_{n},X_{n+1}),\\\\forall\n\geq 0","The update rule for the SA-SRRW algorithm, where the noise sequence is generated by the SRRW stochastic process."
ICLR_2024_oral_3,6,"\theta_{n}\xrightarrow[n\to\infty]{a.s.}\theta^{*}\quadand\quad(\theta_{n}-\theta^{*})/\sqrt{\beta_{n}}\xrightarrow[n\to\infty]{dist.}N(0,V_{\theta}^{(k)}(\alpha))",,"\lim_{n\to\infty}\sqrt{n}\left(\theta_{n}-\theta^{*}\right)\xrightarrow{d}N\left(0,C_{k}(\alpha)\right)",where $\mathbf{C}_{k}(\alpha)$ is the asymptotic covariance matrix for case $k$.
ICLR_2024_oral_3,7,"x_{n}=\frac{\sum_{i=1}^{n}\omega_{i}\theta_{X_{i}}+\omega_{0}x_{0}}{\sum_{i=0}^{n}\omega_{i}},\\where\\\omega_{0}=1,\\and\\\omega_{n}=\frac{\gamma_{n}}{\prod_{i=1}^{n}(1-\gamma_{i})}",,x_{n}=\frac{\sum_{k=0}^{n}\gamma_{k}\delta_{X_{k}}}{\sum_{k=0}^{n}\gamma_{k}},The weighted empirical measure of the SRRW process.
ICLR_2024_oral_3,8,"x_{n}\xrightarrow[n\to\infty]{a.s.}\mu,\quadand\quad\gamma_{n}^{-1/2}(x_{n}-\mu)\xrightarrow[n\to\infty]{dist.}N(0,V_{x}(\alpha)) || where\quadV_{x}(\alpha)=\sum_{i=1}^{N-1 }\frac{1}{2\alpha(1+\lambda_{i})+2-\mathds{1}_{\{a=1\}}}\cdot\frac{1+\lambda_ {i}}{1-\lambda_{i}}u_{i}u_{i}^{T}",,"x_{n}\xrightarrow[n\to\infty]{a.s.}\mu,\quadand\quad\sqrt{n}(x_{n}-\mu)\xrightarrow[n\to\infty]{dist.}N(0,\Sigma_{x}(\alpha))",where $\mathbf{\Sigma}_{\mathbf{x}}(\alpha)$ is a covariance matrix that depends on $\alpha$ and the transition kernel $\mathbf{P}$ of the base Markov chain.
ICLR_2024_oral_3,9,\tfrac{d}{dt}z(t)=g(z(t))\triangleqH(\theta(t))^{T}\pi[x(t)]\\\pi[x(t)]-x(t)\inR^{D+N},"where matrix \(\mathbf{H}(\boldsymbol{\theta})\triangleq[H(\boldsymbol{\theta},1),\cdot,H( \boldsymbol{\theta},N)]^{T}\in\mathbb{R}^{N\times D}\) for any \(\boldsymbol{\theta}\in\mathbb{R}^{D}\)",V_{\theta}^{(1)}(\alpha)=\sum_{i=1}^{N-1}\frac{(1+\lambda_{i})^{2}}{(2\alpha(1+\lambda_{i})+2-\mathds{1}_{\{a=1\}})(1-\lambda_{i})}\cdot\frac{u_{i}u_{i}^{T}\otimesI_{D}}{2\alpha(1+\lambda_{i})+2},"where \(\mathbf{V}_{\boldsymbol{\theta}}^{(1)}(\alpha)\) is the asymptotic covariance matrix for case (i), \(\lambda_{i}\) are the eigenvalues of the transition kernel \(\mathbf{P}\), \(\mathbf{u}_{i}\) are the corresponding eigenvectors, \(\mathbf{I}_{D}\) is the identity matrix, and \(\alpha\) is the hyperparameter controlling the strength of the self-repellent behavior."
ICLR_2024_oral_3,10,J(\alpha)\!\triangleq\!\nabla g(z^{*})\!=\!\nablah(\theta^{*})&-\alphaH(\theta^{*})^{T}(P^{T}\!+\mathds{I})\\0_{N\!\times\!D}&2\alpha\mu\mathds{1}^{T}\!-\!\alpha\mathds{P}^{T}\!\!-\!(\alpha\!+\!1)\mathds{I}\!\triangleq\!J_{11}&J_{12}(\alpha)\\J_{21}&J_{22}(\alpha),,J(\alpha)=\nablah(\theta^{*})&H(\theta^{*})^{T}\nabla\pi[\mu]\\0&\nabla\pi[\mu]-I,"where \(\nabla\mathbf{h}(\boldsymbol{\theta}^{*})\triangleq\mathbb{E}_{i\sim \boldsymbol{\mu}}[\nabla H(\boldsymbol{\theta}^{*},i)]\) and \(\nabla\boldsymbol{\pi}[\boldsymbol{\mu}]\triangleq[\frac{\partial\pi_{i}[ \boldsymbol{\mu}]}{\partial\mu_{j}}]_{i,j\in\mathcal{N}}\in\mathbb{R}^{N\times N}\) is the Jacobian of \(\boldsymbol{\pi}[\cdot]\) evaluated at \(\boldsymbol{\mu}\),"
