paper_id,equation_id,ground_truth_eq,ground_truth_description,generated_equation,generated_description
ICML_2024_oral_3,1,"\operatorname*{argmin}_{\Theta_{T},M_{T}}\frac{1}{|D|}\sum_{x,y\inD}L(x,y|\Theta_{T},M_{T})",,"\min_{\{M_{t}\}_{t=1}^{T},\{R_{t}\}_{t=1}^{T}}L(\theta)\quads.t.\quad\dfrac{\|M_{T}\|_0}{N_0}=1-\gamma_{T}\quadand\quad\forall t\in [1, T] :\dfrac{\|M_{t}\|_0}{N_0}\leq 1-\gamma_{t}\quadand\quadnumber of tuning parameters\leq\Delta_{t}","The optimization minimizes the task loss \(\mathcal{L}\) over pruning masks \(\mathcal{M}_{1:T}\) and tuning ranks \(\mathcal{R}_{1:T}\) subject to the final model sparsity being \(\gamma_{T}\), the sparsity at each step \(t\) being at least \(\gamma_{t}\), and the number of tuning parameters at each step \(t\) being at most \(\Delta_{t}\)."
ICML_2024_oral_3,2,"1-\frac{C(\Theta_{t},M_{t})}{C(\Theta_{0},M_{0})}\geq\gamma_{t} || \delta(\Theta_{t},M_{t},R_{t})\leq\Delta_{t} || \forall t\in\{0,1,\dots,T\}",,"\|M_t\|_0 &\leq |\Theta_0| (1-\gamma_t)\quad\forall t\in\{1,\dots, T\}\\\|M_T\|_0 &=|\Theta_0| (1-\gamma_T)\\Params_{tune}(M_t,R_t) &\leq\Delta_t\quad\forall t\in\{1,\dots, T\}","The constraints enforce that the number of remaining parameters is at most \(|\Theta_0|(1 - \gamma_t)\) for all steps \(t\), exactly \(|\Theta_0|(1 - \gamma_T)\) at step \(T\), and the number of tuning parameters is bounded by \(\Delta_t\) at every step."
ICML_2024_oral_3,3,H_{apt}(X)=m_{o}\circ(W+s\cdot W_{B}W_{A})X\circ m_{i},"where \(s\) is the constant scaling factor following LoRA's implementation, and \(\circ\) denotes the Hadamard product between the masks and their corresponding matrices",H_{apt}(X)=m_{o}\odot\left( W_{B}\cdot\left( W_{A}\cdot\left(m_{i}\odot X\right)\right)\right),"The APT adapter output, where \(\mathbf{m}_{i}\) and \(\mathbf{m}_{o}\) are binary pruning masks for input and output dimensions, and \(W_A\) and \(W_B\) are tuning matrices with dynamic rank \(r_{\text{apt}}\)."
ICML_2024_oral_3,4,"S(W_{i,j})=|W_{i,j}\cdot\frac{\partialL}{\partial W_{i,j}}|",,s_i=\left| w_i\cdot\frac{\partialL}{\partial w_i}\right|,The salience score \(s_i\) for the \(i\)-th parameter is the absolute value of the product of the parameter value \(w_i\) and the gradient of the loss with respect to that parameter.
ICML_2024_oral_3,5,"\widetilde{S}_{t}(W_{:,j})=\sum_{(x,y)\inD_{t}}\sum_{i}|\frac{\partialL (x,y|\Theta_{t},M_{t})}{\partial H_{j,i}}| || \sum_{(x,y)\inD_{t}}\sum_{i}|H_{j,i}| || \hat{S}((W_{:,j})=\widetilde{S}(W_{:,j})+(Kurt(O_{j:}))^{\frac{1}{2}}",,\hat{S}=\left\|\left(\sum_{b=1}^{B}a_b\right)\odot\left(\sum_{b=1}^{B}\frac{\partialL}{\partiala_b}\right)\right\|_1\cdot\kappa(A),"\(\hat{S}\) is the outlier-aware salience score for a parameter block, computed as the product of the L1 norm of the element-wise product of the batch-summed activation and gradient vectors and the kurtosis of the activation matrix."
ICML_2024_oral_3,6,C(\Theta_{t};M_{t})\approx d_{m}\sum_{i=1}^{n_{L}}(4n_{h} ^{i}\cdot d_{h}+2n_{f}^{i}),where \(d_{h}\) is the dimension per MHA head,"C(\Theta_0,M_0)=4 n_L d_m^2+2 d_m\sum_{i=1}^{n_L} n_f^i","$\mathcal{C}(\Theta_0, \mathcal{M}_0)$ is the total number of parameters in the original unpruned LM, where $n_L$ is the number of transformer layers, $d_m$ is the hidden dimension size, and $n_f^i$ is the number of FFN neurons in layer $i$."
ICML_2024_oral_3,7,"L&=\muL_{ distill}+(1-\mu)L_{ft}\\L_{layer}&=\sum_{i=1}^{T}MSE(Tr(H_{s}^{\phi(i)}),H_{t}^{i})","where \(\mu\) is a moving term linearly scales from 0 to 1 during distillation to encourage the pre-pruned model vastly fit to the training data, \(\mathcal{L}_{distill}\) is the distillation objective from CoFi, and \(\mathcal{L}_{ft}\) is the supervised fine-tuning objective","L_{distill}=L(x,y|\Theta_s,M)+\lambda\cdot D_{KL}\left( p_{teacher}(x|\Theta_t,M)\parallel p_{student}(x|\Theta_s,M)\right)",The distillation loss combines the task loss and the Kullback-Leibler divergence between the teacher and student model outputs.
ICML_2024_oral_30,1,W^{\prime}=W_{0}+\Delta W=W_{0}+\underline{BA},"where \(W_{0}\) remains static during the fine-tuning process, and the underlined parameters are being trained",W^{\prime}=W_{0}+BA,The fine-tuned weight matrix \(W^{\prime}\) equals the original pre-trained weight matrix \(W_{0}\) plus the low-rank update \(BA\).
ICML_2024_oral_30,2,W=m\frac{V}{ || V || _{c}}= || W || _{c}\frac{W}{ || W || _{c}},"where \(m\in\mathbb{R}^{1\times k}\) is the magnitude vector, \(V\in\mathbb{R}^{d\times k}\) is the directional matrix, with \(||\cdot||_{c}\) being the vector-wise norm of a matrix across each column",W=diag(\mu)\Theta,where \(\boldsymbol{\mu} \in \mathbb{R}^d\) is the magnitude vector and \(\boldsymbol{\Theta} \in \mathbb{R}^{d \times k}\) is the direction matrix with each row being a unit vector.
ICML_2024_oral_30,3,"\Delta M_{FT}^{t}=\frac{\sum_{n=1}^{k}|m_{FT}^{n,t}-m_{0}^{n}|}{ k} || \Delta D_{FT}^{t}=\frac{\sum_{n=1}^{k}(1-\bf cos(V_{FT}^{ n,t},W_{0}^{n}))}{k}",,"\Delta m &=m_{FT}-m_{0},\\\Delta D &=D_{FT}-D_{0}","The magnitude variation vector \(\Delta m\) is the difference between the magnitude vectors of \(W_{\text{FT}}\) and \(W_0\), and the directional variation matrix \(\Delta D\) is the difference between their normalized direction matrices."
ICML_2024_oral_30,4,W^{\prime}=\underline{m}\frac{V+\Delta V}{ || V+\Delta V || _{c}}=\underline{m}\frac{W_{0}+\underline{BA}}{ || W_{0}+\underline{BA} || _{c}},"where \(\Delta V\) is the incremental directional update learned by multiplying two low-rank matrices \(B\) and \(A\), and the underlined parameters denote the trainable parameters",W'=\underline{m'}\frac{V+\underline{BA}}{\|V+\underline{BA}\|_{c}},"\( V \) is the frozen directional matrix initialized from \( W_0 \), \( \underline{m'} \) is the trainable magnitude vector, and \( \underline{BA} \) is the low-rank update to the directional matrix."
ICML_2024_oral_30,5,\nabla_{V^{\prime}}L=\frac{m}{ || V^{\prime} || _{c}}(I-\frac{V^{\prime}V^{\primeT}}{ || V^{\prime} || _{c}^{2}})\nabla_{W^{\prime}}L || \nabla_{m}L=\frac{\nabla_{W^{\prime}}L\cdot V^{\prime}}{ || V^{\prime} || _{c}},,"\frac{\partialL}{\partial m}=\left(\frac{\partialL}{\partial W'}\odot\frac{V'}{\|V'\|_{c}}\right)1_{d},\quad\frac{\partialL}{\partial V'}=\frac{m}{\|V'\|_{c}}\odot\left(\frac{\partialL}{\partial W'}-\frac{V'}{\|V'\|_{c}}\cdotdiag\left(diag\left(\left(\frac{V'}{\|V'\|_{c}}\right)^{\top}\frac{\partialL}{\partial W'}\right)\right)\right)","where \(\frac{\partial \mathcal{L}}{\partial m}\) is the gradient of the loss with respect to the magnitude vector, \(\frac{\partial \mathcal{L}}{\partial V'}\) is the gradient with respect to the directional matrix, \(\odot\) denotes element-wise multiplication, \(\mathbf{1}_{d}\) is a \(d\)-dimensional all-ones vector, and \(\operatorname{diag}(\cdot)\) extracts the diagonal elements of a matrix."
ICML_2024_oral_30,6,"cos(\nabla_{w^{\prime}}L,v^{\prime})=cos(\nabla_{w^{\prime}}L,v)=\frac{\nabla_{w^{\prime}}L\cdot v}{ || \nabla_{w^{\prime}}L ||  || v || }",,"\bf cos(v, w)=\frac{v\cdot w}{\|v\|\|w\|}","where \(v\) and \(w\) are vectors, and \(\text{\bf cos}(v, w)\) is the cosine similarity between them."
ICML_2024_oral_30,7,"\nabla_{m_{*}}L=\frac{\nabla_{w^{\prime}}L\cdot v^{\prime }}{ || v^{\prime} || }= || \nabla_{w^{\prime}}L || \cdot cos(\nabla_{w^{\prime}}L,v)",,"cos(\nabla_{w^{\prime}}L, v^{\prime})=\frac{\nabla_{m_*}L}{ || \nabla_{w^{\prime}}L || }","where \(m_*\) is the magnitude scalar for the weight vector \(w'\), and \(\nabla_{m_*}\mathcal{L}\) is the gradient of the loss with respect to \(m_*\)."
ICML_2024_oral_30,8," || \nabla_{w^{\prime}}^{S1}L || \cdot|cos(\nabla_{w^{\prime}}^{S1}L,v)|> || \nabla_{w^{\prime}}^{S2}L || \cdot|cos(\nabla_{w^{\prime}}^{S2}L,v)|",,\nabla_{m_{*}}L=\frac{\nabla_{w^{\prime}}L\cdot v}{ || v || },"The gradient of the loss with respect to the magnitude scalar \(m_{*}\) equals the dot product of the gradient with respect to the weight vector and the directional vector \(v\), divided by the norm of \(v\)."
ICML_2024_oral_30,9,\nabla_{V^{\prime}}L=\frac{m}{C}\nabla_{W^{\prime}}L\text { where }C= || V^{\prime} || _{c},,\nabla_{V^{\prime}}L=\frac{m}{\|V^{\prime}\|_{c}}\nabla_{W^{\prime}}L,"where \( \nabla_{V^{\prime}}\mathcal{L} \) is the gradient of the loss with respect to \( V^{\prime} \), \( m \) is the magnitude vector, \( \|V^{\prime}\|_{c} \) is the column-wise norm of \( V^{\prime} \), and \( \nabla_{W^{\prime}}\mathcal{L} \) is the gradient of the loss with respect to \( W^{\prime} \)."
ICML_2024_oral_37,1,"P_{t}=\{W_{t},O_{t}\}",,"P_{t}=(W_{t},O_{t})",The checkpoint at iteration \(t\) is defined as the tuple containing the model weights and optimizer momentum parameters.
ICML_2024_oral_37,2,"P=\{P_{1},P_{2},\cdots,P_{t}\,\cdots,P_{T}\}",,"P=\left(P^{(1)},P^{(2)},\dots,P^{(T)}\right)","The series \(\mathcal{P}\) is an ordered tuple of T checkpoints, where \(\mathcal{P}^{(i)}\) is the i-th checkpoint saved during training."
ICML_2024_oral_37,3,"O_{t}=\{v_{t},m_{t}\}",,"O_{t}=\{m_{t}, v_{t}\}",The optimizer parameters \(\mathcal{O}_{t}\) at iteration \(t\) comprise the first-order moment \(m_{t}\) and second-order moment \(v_{t}\).
ICML_2024_oral_37,4,"\DeltaP_{t}=\{\DeltaW_{t},O_{t}\}=\{W_ {t}-W_{t-1},O_{t}\}",,"\DeltaP_{t}=\{W_{t}-W_{t-1},O_{t}\}",The residual checkpoint \(\Delta\mathcal{P}_{t}\) contains the model weight residual \(\mathcal{W}_{t} - \mathcal{W}_{t-1}\) and the current optimizer state \(\mathcal{O}_{t}\).
ICML_2024_oral_37,5,"r_{w}=\frac{\alpha}{\sqrt{m_{t}}}\timesmedian(W),M _{w}(i)=\mathds{1}_{w_{t}(i)>r_{w}}",,"\tau^{(l)}=quantile\left(\{ v_{t,i}\mid i\in\Omega_l\}, s_l\right)","The threshold \(\tau^{(l)}\) for layer \(l\) is the \(s_l\)-th quantile of the second-order moments \(v_{t,i}\) in layer \(l\)."
ICML_2024_oral_37,6,"r_{o}=\beta\timesmean(v_{t}),M_{o}(i)=\mathds{1}_{v_{t}(i)> r_{o} and M_{w}(i)=1}",,"r_{o}=\beta\cdotmedian(|v_{t}|),\quadM_{o}(i)=M_{w}(i)\cdot\mathds{1}_{|v_{t}(i)| > r_{o}}","The momentum pruning threshold \( r_o \) is defined as hyperparameter \( \beta \) multiplied by the median of the absolute first-order moment, and the momentum mask \( \mathcal{M}_o(i) \) is the element-wise product of the weight mask and an indicator function requiring the absolute first-order moment at index \( i \) to exceed \( r_o \)."
ICML_2024_oral_37,7,"\tilde{R}(T)\leq\frac{D^{2}}{2\alpha(1-\beta_{1})}\sum_{i=1}^{d}\sqrt {T\widehat{v}_{T,i}} || +\frac{\alpha(1+\beta_{1})G_{\infty}}{(1-\beta_{ 1})\sqrt{1-\beta_{2}}(1-\gamma)^{2}}\sum_{i=1}^{d}\|g_{1,\tau,i}\|_{2} || +\frac{D_{\infty}^{2}G_{\infty}\sqrt{1-\beta_{2}}}{2\alpha}\sum_ {i=1}^{d}\sum_{t=1}^{t}\frac{\beta_{1,t}}{(1-\beta_{1,t})}\sqrt{t} || +\frac{D^{2}}{2\alpha(1-\beta_{1})}\sum_{i=1}^{d}(\sqrt{T\widehat{v}_{\tau,i}}-\sqrt{T\widehat{v}_{\tau,i}M_{o}})",,"R(T)\leq\frac{D^2}{2\alpha(1-\beta_1)}\sum_{i=1}^{d}\sqrt{T\hat{v}_{T,i}}+\frac{\alpha (1+\beta_1) G_\infty}{(1-\beta_1)\sqrt{1-\beta_2} (1-\gamma)^2}\sum_{i=1}^{d}\|g_{1:T,i}\|_2+\sum_{i=1}^{d}\frac{D_\infty^2 G_\infty\sqrt{1-\beta_2}}{2\alpha (1-\beta_1) (1-\lambda)^2}",The regret bound for Adam optimizer when the momentum states are pruned at iteration \(\tau\).
ICML_2024_oral_37,8,"\Delta\tilde{R}(T)&=\frac{D^{2}}{2\alpha(1-\beta_{1})}\sum_{i=1}^{d}(\sqrt{T\widehat{v}_{\tau,i}}-\sqrt{T\widehat{v}_{\tau,i}M_{o}})\\&=\frac{D^{2}}{2\alpha(1-\beta_{1})}\sum_{i=1}^{d}(\sqrt{T\widehat{v}_{\tau,i}(1-M_{o})})",,"\frac{D^{2}}{2\alpha(1-\beta_{1})}\sum_{i=1}^{d}\left(\sqrt{T\widehat{v}_{\tau,i}}-\sqrt{T\widehat{v}_{\tau,i}M_{o}}\right)",The additional regret term due to pruning the moments.
ICML_2024_oral_37,9,\lim_{Tarrow\infty}\frac{\tilde{R}(T)}{T}\leq\lim_{Tarrow\infty}\frac{R(T)+\Delta\tilde{R}(T)}{T}=0,,\tilde{R}(T)=R(T)+\Delta\tilde{R}(T),Equation 9 expresses the regret bound of the proposed method as the sum of the original Adam regret bound and the additional term due to momentum pruning.
ICML_2024_oral_37,10,\frac{R(T)}{T}=O(\frac{1}{\sqrt{T}}),,"\tilde{R}(T)\leq\frac{D^{2}}{2\alpha(1-\beta_{1})}\sum_{i=1}^{d}\sqrt{T\widehat{v}_{T,i}}+\frac{\alpha(1+\beta_{1})G_{\infty}}{(1-\beta_{1})\sqrt{1-\beta_{2}}(1-\gamma)^{2}}\sum_{i=1}^{d}\|g_{1,\tau,i}\|_{2}+\frac{D_{\infty}^{2}G_{\infty}\sqrt{1-\beta_{2}}}{2\alpha}\sum_{i=1}^{d}\sum_{t=1}^{T}\frac{\beta_{1,t}}{(1-\beta_{1,t})}\sqrt{t}+\frac{D^{2}}{2\alpha(1-\beta_{1})}\sum_{i=1}^{d}\sqrt{T\widehat{v}_{\tau,i}(1-M_{o}(i))}",The regret bound for the training process with the proposed joint weight-momentum pruning method.
ICML_2024_oral_4,1,S_{opt_{t}}=\arg\min_{S\subseteq V_{t}}\{\textsc{Cost}(S):f(S)=f(V_{t})\}\enspace,where \(V_{t}\) denotes the set of the currently present elements after the first \(t\) updates,\min_{S\subseteq V_t}\sum_{v\in S} w(v)\quadsubject to\quad f(S)=f(V_t),"This equation defines the objective for the dynamic submodular cover problem at time \(t\), which is to select a subset \(S \subseteq V_t\) of minimum total weight that achieves the full submodular value \(f(V_t)\)."
ICML_2024_oral_4,2,"f(S)\geq(1-\epsilon)f(V),\quadand\quad\textsc{Cost}(S)\leq c\textsc{ Cost}(S_{opt})",where \(S_{opt}\) denotes the optimal solution,f(S)\geq (1-\epsilon) f(V)\quadand\quad\textsc{Cost}(S)\leq c\cdot\textsc{OPT}_{\textsc{cost}},"The conditions that a set \(S\) must satisfy to be considered a \((1-\epsilon, c)\)-bicriteria approximate solution for the dynamic submodular cover problem."
ICML_2024_oral_4,3,"E[\,X(r)\,]\geq 1-2\epsilon for all r\in[1,m^{*}] and || E[\,X(m^{*}+1)\,]\leq 1-\frac{\epsilon}{2}",,"\forall j\in\{1, 2,\dots, m^{*}\},\quad\Pr\left[\,X_j=1\,\right]\geq 1-\epsilon","For every position j from 1 to m^*, the probability that the j-th element in the random ordering is added to G is at least 1-ε."
ICML_2024_oral_41,1,"\min_{\theta_{1},\theta_{2},...,\theta_{N}}[\frac{1}{N}\sum_{i=1}^{N}L_{i}(\theta_{i})]+R(\theta_{1},\theta_{2},...,\theta_{N})",,"\min_{\theta_1,\theta_2,\dots,\theta_N}\frac{1}{N}\sum_{i=1}^{N}E_{(x, y)\simD_i}\left[\ell_i\left( f_{A_i}(x;\theta_i), y\right)\right]",The global objective of MFL minimizes the average expected loss across all clients over their local data distributions.
ICML_2024_oral_41,2,A_{i}\capA_{i^{\prime}}=\{B_{enc}^{(m)}|\forall m\inI_{i}\capI_{i^{\prime}}\}\cup\{B_{share}\},,"A_i=\left\{B_{enc}^{(m)}\mid\forall m\inI_i\right\}\cup\left\{B_{share}\right\}\cup\left\{B_{dec,i\right\}","The model architecture for client $i$ comprises modality-specific encoders for each modality $m \in \mathcal{I}_i$, a shared block $\mathcal{B}_{\mathrm{share}}$, and a client-specific decoder $\mathcal{B}_{\mathrm{dec},i}$."
ICML_2024_oral_41,3,A_{i}\capA_{i^{\prime}}=\emptyset,,"\forall i\neq i'\in [N],A_i\capA_{i'}=\emptyset","For any two distinct clients, the intersection of their model architectures is empty, indicating no predefined shared components."
ICML_2024_oral_41,4,"\theta_{i}:=h(A_{i},c_{i};\phi),\\\\forall i\in[N]","where the first generative factor \(\mathcal{A}_{i}\in\mathcal{G}\) is the local neural architecture from a globally-shared _latent topology space_\(\mathcal{G}\) and the second generative factor \(\mathbf{c}_{i}\in\mathcal{T}\) represents the lo

Figure 1: (a) Local mapping functions per client in Multimodal Federated Learning (MFL)","\theta_{i}=h(g_{i},z_{i};\phi)","The bridge function \(h\) generates local weights \(\theta_i\) for client \(i\) conditioned on its topological graph \(\mathbf{g}_i\) and latent vector \(\mathbf{z}_i\), using global parameters \(\phi\)."
ICML_2024_oral_41,5,"A_{i}:=(V_{i},E_{i},Z_{i}^{(0)})",,"A_i=(V_i,E_i)",The multimodal neural architecture \(\mathcal{A}_i\) of client \(i\) is represented as a directed acyclic graph with node set \(\mathcal{V}_i\) and edge set \(\mathcal{E}_i\).
ICML_2024_oral_41,6,"h(A_{i},c_{i};\phi)=\texttt{Comb}(c_{i},\texttt{Role}(A_{i};\phi_{1});\phi_{2})","where the first stage \(\texttt{Role}(\cdot;\phi_{1})\) parameterized by \(\phi_{1}\) learns the implicit roles of layers such that layers across clients share a unified _layer-role embedding_ space, and the second stage \(\texttt{Comb}(\cdot,\cdot;\phi_{2})\) parameterized by \(\phi_{2}\) aims to combine the two heterogeneity patterns and directly generates the weights","\theta_i=h(A_i,c_i;\phi)=g_{\phi_h}\left( f_{\phi_g}(A_i),c_i\right)",The bridge function is implemented by a topology-aware hypernetwork (TAHN) consisting of a graph neural network that encodes the client's architecture into node embeddings and a hypernetwork that generates weights for each parametric node from the node embeddings and the client's task vector.
ICML_2024_oral_41,7,"Z_{i}^{(L)}=\texttt{Role}(A_{i};\phi_{1}) || :=g_{L}\circ g_{L-1}\circ...\circ g_{1}(Z_{i}^{(0)}; V_{i},E_{i})",,"z_{i,v}^{(l)}=\sigma\left(W_{self}^{(l)}z_{i,v}^{(l-1)}+W_{neigh}^{(l)}\sum_{u\inN_{in}(v)}z_{i,u}^{(l-1)}\right)","The update rule for node \(v\) at layer \(l\) of the GNN in the layer-role encoder, where \(\mathbf{z}_{i,v}^{(l)}\) is the node embedding after the \(l\)-th layer, \(\mathcal{N}_{\text{in}}(v)\) is the set of in-neighbors of node \(v\), and \(\sigma\) is an activation function."
ICML_2024_oral_41,8,"z_{i,v}^{(l)}=\sigma(W_{self}^{(l)}z_{i,v}^{(l-1)}+W_{in}^{(l)}\sum_{(v^{\prime},v)\inE_{i}}z_{i,v^{\prime}}^ {(l-1)} || \qquad+W_{out}^{(l)}\sum_{(v,v^{\prime})\in E_{i}}z_{i,v^{\prime}}^{(l-1)}+b^{(l)})",,"z_{i,v}^{(l)}=ReLU\left(W_{self}^{(l)}z_{i,v}^{(l-1)}+W_{neigh}^{(l)}\sum_{u\inN_{in}(v)}z_{i,u}^{(l-1)}\right)","The embedding of node \(v\) at layer \(l\) is computed by a linear transformation of its own embedding from layer \(l-1\) and the aggregated embeddings of its incoming neighbors, followed by a ReLU activation."
ICML_2024_oral_41,9,"\theta_{i,v}:=g_{node}(c_{i}\oplusz_{i,v}^{(L)};\phi_{ 2}),\;\forall v\inV_{i}",where \(\oplus\) denotes an operation (e,"\theta_{i,v}=g_{node}(c_{i},z_{i,v}^{(L)};\phi_{2})",The weight tensor for each parametric computational operator node \(v\) in client \(i\)'s architecture is generated by a node decoder function \(g_{\text{node}}\) using the client-specific task embedding and the node's layer-role embedding.
ICML_2024_oral_41,10,\Deltac_{i}=\nabla_{c_{i}}L_{i}(\theta_{i})=\Delta\theta_{i}\cdot\nabla_{c_{i}}\theta_{i} || \Delta\phi_{2}=\frac{1}{|N_{r}|}\sum_{i\inN_{r}}(\Delta\theta_{i}\cdot\nabla_{\phi_{2}}\theta_{i}) || \Delta\phi_{1}=\frac{1}{|N_{r}|}\sum_{i\inN_{r}}(\Delta\theta_{i}\cdot\nabla_{z_{1}^{(L)}}\theta_{i}\cdot\nabla_{\phi_{i} }Z_{i}^{(L)}),,"\theta_{i,v}:=g_{node}(c_{i}\oplusz_{i,v}^{(L)};\phi_{ 2}),\;\forall v\inV_{i}","The weights $\theta_{i,v}$ for each parametric computational operator $v$ in client $i$'s model are generated by a node decoder function $g_{\text{node}}$ that combines the client-specific task embedding $\mathbf{c}_i$ and the layer-role embedding $\mathbf{z}_{i,v}^{(L)}$ via an operation $\oplus$."
ICML_2024_oral_44,1,"\operatorname*{arg\,max}_{\theta\in\Theta}E_{G^{\prime}\sim D_{\theta}}[u_{\tau}(G^{\prime})]",where \(D_{\theta}\) is a parameterized distribution and \(\Theta\) represents a feasible set of real-valued parameters,\max_{\theta}E_{E\sim p_{\theta}}\left[ u_{\tau}(G_{E})\right],The objective function maximizes the expected utility of the DAG \(G_{\mathcal{E}}\) under the distribution \(p_{\theta}\) over edge sets \(\mathcal{E}\).
ICML_2024_oral_44,2,"\prod_{i=1}^{d}\theta_{i}&if\,(N,E\cup(\{e_{j}\}_{j=1}^{i-1}\capE)\cup\{e_{i}\})\,is a DAG,\\0&otherwise",,P(G^{\prime}=G_{E})=\prod_{i=1}^{d}\theta_i^{1_{\{e_i\inE\}} (1-\theta_i)^{1_{\{e_i\notinE\}}},"The probability of graph \(G'\) with edge set \(\mathcal{E}\) is the product of independent Bernoulli probabilities for each non-required potential edge \(e_i\), where \(\theta_i\) is the probability of edge \(e_i\) being included."
ICML_2024_oral_44,3,\nabla_{\theta}E_{G_{E}\sim D_{\theta}} [u_{\tau}(G_{E})]\approx\frac{1}{M}\sum_{i=1}^{M}\hat{u}_ {\tau}(G_{i})\nabla_{\theta}\log(p_{\theta}(G_{i})),"where \(G_{1},G_{2},\ldots,G_{N}\sim D_{\theta}\) are mutually independent and \(\hat{u}_{\tau}(G_{i})\) is an independent unbiased estimate of \(u_{\tau}(G_{i})\) for all \(i\) and some \(M\in\mathbb{N}\)",\nabla_{\theta}E_{G'\sim D_{\theta}} [u_{\tau}(G')]=E_{G'\sim D_{\theta}}\left[ u_{\tau}(G')\nabla_{\theta}\log D_{\theta}(G')\right],The gradient of the expected utility with respect to the parameters $\theta$ expressed as an expectation for unbiased estimation via the REINFORCE algorithm.
ICML_2024_oral_5,1,x_{i}^{\ell+1}=x_{i}^{\ell}+\texttt{MLP}^{\ell}(x_{i}^{\ell}+\texttt{Att}^{\ell}(x_{i}^{\ell})),,x_i^{(l)}=x_i^{(l-1)}+Attn^{(l)}(x_i^{(l-1)})+MLP^{(l)}\left(x_i^{(l-1)}+Attn^{(l)}(x_i^{(l-1)})\right),"This equation updates the residual stream for token i at layer l by adding the attention output and the MLP output, where the MLP operates on the sum of the previous residual stream and the attention output."
ICML_2024_oral_5,2,\texttt{MLP}^{\ell}(x^{\ell})=\sigma(W_{K}^{\ell}x^{\ell})W_{V}^{\ell},"where \(W_{K}^{\ell},W_{V}^{\ell}\in\mathbb{R}^{d_{mlp}\times d}\)",\texttt{MLP}^{\ell}(x)=W_2^{\ell}\sigma\left( W_1^{\ell}x\right),"The MLP block at layer \(\ell\) applies two linear transformations with a point-wise activation function \(\sigma\) in between, defined by weight matrices \(W_1^{\ell}\) and \(W_2^{\ell}\)."
ICML_2024_oral_5,3,\texttt{MLP}^{\ell}(x^{\ell})=\sum_{i=1}^{d_{mlp}}\sigma(x^{\ell}\cdotk_{i}^{\ell})v_{i}^{\ell}=\sum_{i=1}^{d_{mlp}}m_{i} ^{\ell}v_{i}^{\ell},,\texttt{MLP}^{\ell}(x^{\ell})=\sum_{i=1}^{d_{mlp}} m_i^{\ell}v_i^{\ell},The MLP output is the sum of the value vectors \(\mathbf{v}_i^\ell\) scaled by the coefficients \(m_i^\ell\).
ICML_2024_oral_5,4,"p\big{(}w\midx^{\ell}+m_{i}^{\ell}v_{i}^{\ell},E\big{)}\propto\exp\big{(}e_{w}\cdotx^{\ell}\big{)}\cdot\exp\big{(}e_{w}\cdot m_{i}^{\ell}v_{i}^{\ell}\big{)}",where \(\mathbf{e}_{w}\) is the embedding of \(w\),effect_i^\ell(w)=U[w]v_i^\ell,The effect of the value vector \(\mathbf{v}_i^\ell\) on the logit of token \(w\) is given by the dot product between the unembedding vector of \(w\) and the value vector.
ICML_2024_oral_5,5,\texttt{GLU}^{\ell}(x^{\ell})=(\sigma(W_{1}x^{\ell})\odot W_{ 2}x^{\ell})W_{V}^{\ell},"where \(W_{1}^{\ell},W_{2}^{\ell},W_{V}^{\ell}\in R^{d_{mlp}\times d}\)",\texttt{GLU}^{\ell}(x^{\ell})=W_V^{\ell}\left( (W_K^{\ell}x^{\ell})\odot\sigma(W_G^{\ell}x^{\ell})\right),"The GLU block at layer $\ell$ applies linear transformations $W_K^{\ell}$ and $W_G^{\ell}$ to the residual stream, takes the element-wise product of $W_K^{\ell} \mathbf{x}^{\ell}$ and the activated $\sigma(W_G^{\ell} \mathbf{x}^{\ell})$, and projects by $W_V^{\ell}$."
ICML_2024_oral_5,6,"P(Toxic|\bar{x}^{L-1})=softmax(W_{Toxic}\bar{x}^{L-1}),W_{Toxic}\inR^{d}",,z=W_{Toxic}\bar{x}^{L-1},"where \(z\) is the toxicity logit, \(W_{\text{Toxic}}\) is the probe weight vector, and \(\bar{\mathbf{x}}^{L-1}\) is the averaged residual stream at layer \(L-1\)."
ICML_2024_oral_5,7,x^{L-1}=x^{L-1}-\alpha*W,where \(a\) is a heuristic scale value and \(W\) is one of our toxicity vectors,x^{L}=x^{L}-v_{Toxic},"$\mathbf{x}^{L}$ is the residual stream at the final layer, and $\mathbf{v}_{\text{Toxic}}$ is a toxic vector (e.g., $W_{\text{Toxic}}$, MLP.$\mathbf{v}_{\text{Toxic}}$, or SVD.$\mathbf{U}_{\text{Toxic}}[i]$)."
ICML_2024_oral_5,8,"L_{DPO}=-E[\log\sigma(\beta\log P-\beta\log N)] || P=\frac{\pi_{\theta}(y_{+}\midw)}{\pi_{ref}(y_{+}\midw)},N=\frac{\pi_{\theta}(y_{-}\midw)}{\pi_{ref}(y_{-}\midw)}",,"L_{DPO}=-E_{(x, y_w, y_l)\simD}\left[\log\sigma\left(\beta\left(\log\frac{\pi_\theta(y_w | x)}{\pi_{ref}(y_w | x)}-\log\frac{\pi_\theta(y_l | x)}{\pi_{ref}(y_l | x)}\right)\right)\right]",The DPO loss function that promotes the likelihood of preferred responses and suppresses non-preferred ones.
