paper_id,equation_id,ground_truth_eq,ground_truth_description,generated_equation,generated_description
naacl_2024_short_45,2,L_{dialect-classifier}=-\sum_{i}\log\ell[y_{i}^{*}],where \(y_{i}^{*}\) is the correct label for instance \(i\),L=-\sum_{i=1}^{N}\log\ell_{i},"The loss function for the intrinsic approach, defined as the negative log probability summed over all training instances."
naacl_2024_short_45,3,s_{j}=softmax(affine(ReLU(u_{s})-ReLU(u_{j}))) || loss=L_{{{dialect-classifier}}}+\alpha_{1}L_{{{LII}}},,\ell_{\neg x_{i}}=softmax(affine(ReLU(u_{s}-u_{j}))),Estimates the label distribution without feature $x_{i}$ by transforming the difference between the original and masked representations.
naacl_2024_short_45,4,r_{j}=[\ell]_{y_{i}^{*}}-[s_{j}]_{y_{i}^{*}},"where higher \(r_{j}\) signifies more relevant features to the prediction, serving as better explanations",r_{i}=\ell[y^{*}]-s_{j}[y^{*}],where $r_{i}$ denotes the relevance score of feature $x_{i}$ based on the probability difference of the correct label $y^{*}$ between the full input and the input excluding $x_{i}$.
naacl_2024_short_45,5,E^{\prime}=\{e\in E\midisCorrect(e)\landisUnique(e)\},,E^{\prime}=\{e_{i}\in E\midprediction is correct and  e_{i} is unique to a specific language variety\},Filtered set of sentence-level explanations that are both correctly predicted and unique to a specific language variety
naacl_2024_short_45,6,"TF-IDF(t,d,D)=TF(t,d)\timesIDF(t,D)",,"TF-IDF(t,d,D)=TF(t,d)\timesIDF(t,D)","where TF(t, d) measures the frequency of term t in document d, and IDF(t, D) measures the inverse document frequency of t across the corpus D, emphasizing terms that are rare globally but frequent in specific documents."
naacl_2024_short_45,7,"F=\{TF-IDF(t,d,E^{\prime})\mid t\in d,d\in E^{\prime}\}",,F=TF-IDF(E^{\prime}),where $F$ represents the final set of global features extracted using TF-IDF from the filtered explanations $E^{\prime}$
naacl_2024_short_46,1,"[x^{i},Q^{k}]=BERT([x^{i},Q^{k}])","where \(\mathbf{x}^{i}\) and \(\mathbf{Q}^{k}\) are the representations of \(x^{i}\) and \(\mathcal{Q}^{k}\), respectively",h^{i}=BERT(Q^{k}\oplus x^{i}),Contextual representations obtained by combining accumulated prompts with input text using a frozen BERT model.
naacl_2024_short_46,2,"Z^{i}_{t}=Linear(FFN([x^{i}_{m},x^{i}_{n}]))","where \(\overline{\mathbf{x}}^{i}_{t}=\text{FFN}([\mathbf{x}^{i}_{m},\mathbf{x}^{i}_{ n}])\) is the span representation, \(m\) and \(n\) denote the start and end index of the span, respectively",h^{i}=FFN([x^{i}_{start};x^{i}_{end}])\quadand\quadz^{i}=W_{type}h^{i}+b_{type},"where $\mathbf{h}^{i}$ is the hidden representation of the span $\overline{x}^{i}_{t}$, and $\mathbf{z}^{i}$ contains the logits for predicting its event type using learnable parameters $\mathbf{W}_{\text{type}}$ and $\mathbf{b}_{\text{type}}$."
naacl_2024_short_46,3,"L_{new}=-\sum_{(\overline{x}^{i}_{t},y^{i}_{t})\in D^{k}_{train}}CE(Z^{i}_{t}+Z_{q},y^{i}_{t})",,L_{cls}=-\log\frac{\exp(Z^{i}_{t}+Z_{q})}{\sum_{j=1}^{|C^{k}|}\exp(Z^{j}_{t}+Z_{q})},"where $Z_{q}$ is the prompt probability distribution obtained via inner product between $\text{FFN}(\mathbf{Q}^{k})$ and $\overline{\mathbf{x}}^{i}_{t}$, and is combined with the span logits $Z^{i}_{t}$ for classification loss"
naacl_2024_short_46,4,"L_{mem}=-\sum_{(\overline{x}^{i}_{t},y^{i}_{t})\in M}CE(Z^{i}_{t}+Z_{q},y^{i}_{t})",,"L_{replay}=-\sum_{(\overline{x}^{j}_{t},y^{j}_{t})\inM}CE(Z^{j}_{t}+Z_{q},y^{j}_{t})",where $Z^{j}_{t}$ and $Z_{q}$ are computed using the current model parameters and the saved prompts from $\mathcal{M}$
naacl_2024_short_46,5,"L_{sim}=\sum_{(\overline{x}^{i}_{t},y^{i}_{t})\inD^ {k}_{train}}\sum_{e_{t}\inE^{k-1}}\max(0,g(\overline {x}^{i}_{t},e_{t})-m_{1})","where \(\mathcal{E}^{k-1}\) is the prototype set of previous \(k-1\) tasks, \(g(,)\) is the similarity function (cosine similarity) and \(m_{1}\) is the margin for \(\mathcal{L}_{\text{sim}}\)","L_{margin}=\sum_{c\inC^{k-1}}\max(0,\Delta-s(v^{k}_{i},p^{c}))","where $\mathbf{v}^{k}_{i}$ is the representation of a new sample from task $\mathcal{T}^{k}$, $\mathbf{p}^{c}$ is the prototype of a learned event type $c$, $s(\cdot,\cdot)$ is the cosine similarity function, and $\Delta$ is the margin hyperparameter"
naacl_2024_short_46,6,"L_{cal}=-\sum_{(\overline{x}_{t}^{i},\overline{x}_{t}^{i})\inM}\log\frac{\exp g(\overline{x}_{t}^{i},e_{t}) }{\sum_{j=1}^{|e^{k-1}|}\exp g(\overline{x}_{t}^{i}, e_{j})}",where \(\mathbf{e}_{t}\) is the prototype of \(y_{t}^{i}\),"L_{cal}=\sum_{(\overline{x}^{i}_{t},y^{i}_{t})\inM}\|\overline{x}^{i}_{t}-e_{y^{i}_{t}}\|^{2}",where $\mathbf{e}_{y^{i}_{t}}$ is the prototype of the class $y^{i}_{t}$ in the prototype set $\mathcal{E}^{k-1}$
naacl_2024_short_46,7,L_{total}=L_{new}+\lambda_{1}L_{sim}+\lambda_{2}(L_{mem}+L_{cal}),where \(\lambda_{1}\) and \(\lambda_{2}\) are loss weights,L=L_{new}+\lambda_{1}L_{mem}+\lambda_{2}L_{sim}+\lambda_{3}L_{cal},"where $\lambda_{1}$, $\lambda_{2}$, and $\lambda_{3}$ are trade-off hyperparameters balancing the contributions of the individual loss terms"
naacl_2024_short_46,8,"e_{j}=\frac{1}{|M_{e_{j}}|}\sum_{(\overline{x}_{t}^{i},\overline{x}_{t}^{i})\inM_{e_{j}}}\overline{x}_{t}^{i}","where \(\mathcal{M}_{e_{j}}=\{(\overline{x}_{t}^{i},y_{t}^{i})|(\overline{x}_{t}^{i}, y_{t}^{i})\in\mathcal{M},y_{t}^{i}=e_{j}\}\)","e_{j}=\frac{1}{|M_{e_{j}}|}\sum_{(\overline{x}^{i}_{t},y^{i}_{t})\inM_{e_{j}}}\overline{x}^{i}_{t}",where $\mathcal{M}_{e_{j}}$ is the subset of memory samples labeled as event type $e_{j}$
naacl_2024_short_5,1,"L^{unsup}_{simce}=-\log\frac{e^{sim(h_{i},h_{i}^{\prime})/\tau}}{\sum_{j=1}^{N}e^{ sim(h_{i},h_{j}^{\prime})/\tau}} || L^{unsup}_{skice}=-\log\frac{e^{sim(h_{i},h_{i}^{ski})/\tau}}{\sum_{j=1}^{N}e^{sim(h_{i},h_{j}^{ski})/\tau}}",,"L_{unsup}=L_{contrastive}(h,h^{\prime},h^{ski})","The unsupervised loss function for SKICSE, formulated as a contrastive loss between the original, dropout-variant, and SKI-generated embeddings."
naacl_2024_short_5,2,L^{unsup}=(1-\lambda)L^{unsup}_{ simce}+\lambdaL^{unsup}_{skice},where the weight \(\lambda\) is a balanced hyperparameter and reflects the importance of SKI,L^{unsup}_{SKICSE}=\lambda\cdotL^{unsup}_{simce}+(1-\lambda)\cdotL^{unsup}_{skice},The final objective function of unsupervised SKICSE combines the SimCE and SKICE losses using a weighted sum with a hyperparameter $\lambda$.
naacl_2024_short_5,3,"L^{sup}_{simce}=-\log\frac{e^{sim(h_{i},h_{i}^{+})/\tau}}{\sum_{j=1}^{N}(e^{ sim(h_{i},h_{j}^{+})/\tau}+e^{sim(h_{i},h_{j}^{-})/\tau})} || L^{sup}_{skice_{1}}=-\log\frac{e^{sim(h_{i}^{ski},h_{i}^{+})/\tau}}{\sum_{j=1}^{N} (e^{sim(h_{i}^{ski},h_{j}^{+})/\tau}+e^{sim(h_{i}^{ski},h_{j}^{-})/\tau})} || L^{sup}_{skice_{2}}=-\log\frac{e^{sim(h_{i},h_{i}^{ski})/\tau}}{\sum_{j=1}^{N}(e ^{sim(h_{i},h_{j}^{+})/\tau}+e^{sim (h_{i},h_{j}^{-})/\tau})}",,"L^{sup}_{nli}=-\log\frac{e^{sim(h_{i},h_{i}^{+})/\tau}}{e^{sim(h_{i},h_{i}^{+})/\tau}+e^{sim(h_{i},h_{i}^{-})/\tau}}","where $\mathcal{L}^{\text{sup}}_{\text{nli}}$ represents the NLI loss for the supervised setting, contrasting entailment and contradiction examples"
naacl_2024_short_5,4,L^{sup}=(1-\lambda_{1}-\lambda_{2})L^{sup}_{simce}+\lambda_{1}L^{sup}_{skice_{1}}+\lambda_ {2}L^{sup}_{skice_{2}},,L^{sup}=(1-\lambda)L^{sup}_{simce}+\lambda\left(L^{sup}_{skice_{1}}+L^{sup}_{skice_{2}}\right),where the weight $\lambda$ balances the contributions of the SimCE and SKICE components in the supervised setting.
naacl_2024_short_51,1,"R_{d}(w)=\frac{tf(w,d)}{\sum_{d^{\prime}}tf(w,d ^{\prime})}\cdot\log\frac{N}{df(w)}","where \(\operatorname{tf}(w,d)\) is the number of times the word \(w\) occurs in the day \(d\), \(\operatorname{df}(w)\) is the number of days in which the word \(w\) occurs, and \(N\) is the total number of days in the dataset",R_{d}(t)=TF_{d}(t)\timesIDF(t),"Relevance $R_{d}$ of a token $t$ in articles from day $d$, calculated using Term Frequency-Inverse Document Frequency (TF-IDF)."
naacl_2024_short_51,2,"sim(x,x^{\prime})=\frac{\sum_{w\in x^{\prime}x^{\prime}}R_{d}(w)}{max(\hat{R}_{d}(x),\hat{R}_{d}(x^{\prime}))}",,\hat{R}_{d}(x)=\sum_{w\in x} R_{d}(w),"Relevance score of an article $x$ occurring on day $d$, defined as the sum of TF-IDF scores of the words in its title"
naacl_2024_short_52,1,"& L_{discrete}(y_{i}=t;y_{<i},x)=-\log p(y_{i}=t\midy_{<i},x)\\&\quad=-\langleE(t),h\rangle+\log\sum_{t^{\prime}\in V }\exp\langleE(t^{\prime}),h\rangle","where \(t\) is a token index, \(V\) is the vocabulary, \(\mathbf{E}:V\rightarrow\mathbb{R}^{d}\) is an embedding lookup, and \(\mathbf{h}\) is a transformer hidden state calculated in terms of \(\mathbf{x}\) and the output prefix \(\mathbf{y}_{<i}\)","L=-\sum_{t=1}^{n}\log p(y_t\midy_{<t},x)",Negative log-likelihood of target tokens given input and previous tokens
naacl_2024_short_52,2,"L_{cos}(y_{i}=t;y_{<i},x)=1-\cos(E(t),h)",,"& L_{continuous}(y_{i};y_{<i},x)=-\langleE(y_{i}),h\rangle+\log\int\exp\langleE(y^{\prime}),h\rangle dy^{\prime}","where $\mathbf{y}_{i}$ is a continuous vector representing the $i$-th output token, and the integral replaces the discrete sum over vocabulary with a continuous similarity measure."
naacl_2024_short_52,3,"E(y_{i})=u_{i}/\|u_{i}\|;\quadu_{i}\simNormal( 0,I_{d})",,"E(y_{i})=\frac{z}{\|z\|},\quadz\simN(0,I_{d})",Random embeddings are generated by normalizing standard normal vectors to lie on the unit sphere.
naacl_2024_short_52,4,E(y_{i})=r_{i}/\sqrt{d};\quadr_{i}\simRademacher(d),,"E(y_{i})=u_{i}/\sqrt{d};\quad u_{i,j}\simRademacher","Each embedding vector is sampled from a scaled Rademacher distribution, ensuring entries are ±1 scaled by the dimensionality to maintain unit norm."
naacl_2024_short_52,5,E_{cmb}(y_{i})=\frac{\alphaE_{pre}(y_{i})+(1-\alpha)E_{rand}(y_{i})}{\|\alphaE_{pre}(y_{i})+(1-\alpha)\bm {E}_{rand}(y_{i})\|},,E_{combined}(t)=\alpha\cdotE_{pre-trained}(t)+(1-\alpha)\cdotE_{random}(t),"where $\alpha$ controls the interpolation between pre-trained and random embeddings, enabling a hybrid representation that balances learned semantic structure with random diversity for improved performance on rare tokens."
naacl_2024_short_53,1,"S(y,\bar{y};x)>S(y,\hat{y};x)",where \(\mathbf{y}\) is the reference sequence,\delta_{1:L}^*=\arg\max_{\delta_{1:L}}S\left(f(e_{1:L}+\delta_{1:L};\phi_{d})\right),Equation 1 defines the optimal perturbation $\mathbf{\delta}_{1:L}^*$ that maximizes the score $\mathcal{S}$ of the decoder output sequence $\bar{\mathbf{y}}$ obtained from the perturbed encoder outputs.
naacl_2024_short_53,2,\delta_{i}=\alpha|e_{i}|\bigg{|}\frac{\partial f(e_{1:L};\phi_{nap})}{\partiale_{i}}\bigg{|}^{-1}\frac{\partial f(e_{1:L};\phi_{nap})}{\partiale_{i}},"where \(i=1,\ldots,L\)",\delta_{1:L}=\alpha\cdot\nabla_{e_{1:L}} f(e_{1:L};\phi_{nap}),where $\alpha$ is a scaling factor controlling the magnitude of the perturbation applied to the encoder outputs
naacl_2024_short_56,1,X_{all}=L\[SEP]\X_{ori}\[SEP]\P_{C}\[SEP]\P_{L},,"P_L=""relation is not  S_{i1},\ldots, S_{ij},\ldots or  N_{random}""",Label prompt $P_L$ containing similar relations $S_{ij}$ from set $R_i$ and a randomly selected non-similar relation $N_{\text{random}}$.
naacl_2024_short_56,2,L_{MLM}=-{\sum}_{n=1}^{M}\log P(x_{n}),where \(M\) is the number of masked tokens and \(P(x_{n})\) is the predicted probability of token \(x_{n}\) over the vocabulary size,L_{prompt\_MLM}=-\frac{1}{M}\sum_{m=1}^{M}\log P(x_m |x_{\setminus m};\theta),"The negative log-likelihood loss for masked tokens in the context and label prompts during pre-training, where $M$ is the number of masked positions, $x_m$ are masked tokens, and $\theta$ represents model parameters."
naacl_2024_short_56,3,"L_{s}=\frac{1}{N}\sum_{p=1}^{N}-\frac{1}{N_{y_{p}}-1}\sum_{q=1}^{N_ {y_{p}}}\log\frac{e^{sim(h_{p},h_{q}^{+})/\tau}}{\sum_{k=1}^{N}1_{p\neq k}e^{sim(h_{p},h_{k})/\tau}}",where \(N\) is the total number of examples in the batch and \(N_{y_{p}}\) is the number of positive pairs in the batch,L_{SCL}=-\sum_{i=1}^{K}\log\frac{\exp(h_{p}\cdot h_{p}^{+}/\tau)}{\exp(h_{p}\cdot h_{p}^{+}/\tau)+\sum_{j=1}^{N}\exp(h_{p}\cdot h_{p}^{-}/\tau)},"where $K$ is the number of positive samples, $N$ is the number of negative samples, and $\tau$ is a temperature parameter that controls the concentration level of the distribution."
naacl_2024_short_56,4,L_{final}=\alphaL_{s}+(1-\alpha)L_{MLM},,L_{total}=\alphaL_{MLM}+(1-\alpha)L_{s},where $\alpha$ is a hyperparameter that balances the contribution of the prompt MLM loss $\mathcal{L}_{MLM}$ and the relation contrastive discrimination loss $\mathcal{L}_{s}$ in the total loss function $\mathcal{L}_{total}$.
naacl_2024_short_62,1,"P_{ATTN}(n_{i}|Q,A)=softmax(\sum_{t=1}^{T}\alpha_{t} || v_{t} || _{2})",where \(T\) represents the total token count in \(n_{i}\),Attention(d_i)=Softmax(\alpha_{t}\cdot\|v_{t}\|),Equation 1 computes the attention score for each document $d_i$ by applying the Softmax operator to the product of the self-attention score $\alpha_t$ and the norm of the value vector $\|\mathbf{v}_t\|$.
naacl_2024_short_62,2,"P_{RETR}(n_{i}|Q)=\frac{exp(s(n_{i},Q)/\theta)}{\sum_{k=1}^{K}exp(s(n_{k},Q)/\theta)}","where \(s\) denotes the dot-product between the representation vectors of the input question \(Q\) and document candidate \(n_{i}\), and \(\theta\) is the temperature hyper-parameter","P_{RETR}(n_{i}|Q)=softmax(s(Q,n_{i}))",the probability distribution of the retriever over the question-relevant documents
naacl_2024_short_66,1,"y_{t}\sim p_{\theta}(y_{t}\midc,x,y_{ct}) || \propto\explogit_{\theta}(y_{t}\midc,x,y _{ct})",,"y\sim p_{\theta}(y\midx,c)","Equation 1 defines the response generation process, where the model samples the output $\mathbf{y}$ from the conditional probability distribution given the query $\mathbf{x}$ and context $\mathbf{c}$."
naacl_2024_short_66,2,"y_{t}\sim\tilde{p}_{\theta}(y_{t}\midc,x,y_{ct}) || \propto p_{\theta}(y_{t}\midc,x,y_{ct})\bigg{(}\frac{p_{\theta}(y_{t}\midc,x,y_{ct})}{p_{\theta}(y_{t}\mid\bm {x},y_{ct})}\bigg{)}^{\alpha}",,"\log p_{\theta}(y_{t}\midc,x,y_{ct})=\log p_{\theta}(y_{t}\midx,y_{ct})+\log\frac{p_{\theta}(c\mid y_{t},x,y_{ct})}{p_{\theta}(c\midx,y_{ct})}","This equation decomposes the conditional probability of the token $y_t$ given the context $\mathbf{c}$, query $\mathbf{x}$, and previous tokens $\mathbf{y}_{ct}$ into a prior term and a context adjustment term via PMI."
naacl_2024_short_66,3,"y_{t}\simsoftmax[(1+\alpha)\,logit_{\theta}(y_{t}\midc,x,y_{ct}) || \qquad\qquad-\alpha\,logit_{\theta}(y_{t}\midx,y _{ct})]",,"y_{t}\sim\tilde{p}_{\theta}(y_{t}\midc,x,y_{ct})=\frac{p_{\theta}(y_{t}\midc,x,y_{ct})^{1+\alpha}}{\sum_{y'_{t}} p_{\theta}(y'_{t}\midc,x,y_{ct})^{1+\alpha}\bigg(\frac{p_{\theta}(y'_{t}\midx,y_{ct})}{p_{\theta}(y'_{t}\midc,x,y_{ct})}\bigg)^{\alpha} }}","This equation represents the normalized context-aware decoding distribution, where the model's prior knowledge is contrastively adjusted by the context-dependent likelihood raised to the power of $1+\alpha$, ensuring outputs favored by the context are prioritized."
naacl_2024_short_67,1,"h_{0}^{x},h_{1}^{x},...,h_{n}^{x}=\textbf{BERT}(w_{0}^{x},w_{1}^{x},...,w_{n}^{x}) || x^{c}=h_{0}^{x},x^{h}=h_{[E_{h}]}^{x},x^{t}=h_{[E_{t}]}^{x}",,"h_{h},h_{t},h_{c}=Encoder(x)_{[E_h]},Encoder(x)_{[E_t]},Encoder(x)_{[CLS]}","Equation 1 defines the extraction of head entity, tail entity, and contextual representations from the encoder output using special token indices."
naacl_2024_short_67,2,x^{vec}=x^{c}\oplus x^{h}\oplus x^{t},where \(d\) is the hidden dimension of the encoder and \(\oplus\) denotes the concatenation operator,tags and the description in <description> tags. No extra text. Just the two lines. </think>,"tags. No extra text. Just the two lines.
</think>

<latex>x^{vec} = \left[ x^{h} \oplus x^{t} \oplus x^{c} \right]</latex>"
naacl_2024_short_67,3,"h_{0}^{d},h_{1}^{d},...,h_{n}^{d}=\textbf{BERT}(w_{0}^{d},w_{1}^{d},...,w_{n}^ {d}) || d^{c}=h_{0}^{d} || d^{h}=\textit{WeightPooling}_{1}(h_{1}^{d},...,h_{n}^{d}) || d^{t}=\textit{WeightPooling}_{2}(h_{1}^{d},...,h_{n}^{d}) || d^{vec}=d^{c}\oplus d^{h}\oplus d^{t}",,d^{vec}=d^{c}\oplus d^{h}\oplus d^{t},"where $d^{c}$, $d^{h}$, and $d^{t}$ represent the contextual, head entity, and tail entity representations of the relation description, respectively"
naacl_2024_short_67,4,"H=(h_{1}^{d},...,h_{n}^{d}) || A=\textit{softmax}(HW+b) || d^{*}=AH",,"d^{h}=\sum_{i=1}^{n}\alpha_{i} h_{i}^{d},\quad\alpha_{i}=\textit{Softmax}(w_{1}^{T} h_{i}^{d})","where $d^{h}$ is the virtual head entity representation obtained via attention-weighted sum of hidden states, and $\alpha_{i}$ represents the attention weights computed using a learnable parameter vector $w_{1}$"
naacl_2024_short_67,5,"L_{i}=-\log\frac{e^{sim(x_{i}^{vec},d_{i}^{vec})/\tau}}{\sum_ {j=1}^{N}e^{sim(x_{i}^{vec},d_{j}^{vec})/\tau}}",where \(\tau\) is a temperature hyperparameter and \(\text{sim}(\cdot)\) is the cosine similarity,"L_{i}=-\log\frac{\exp(sim(x_{i}^{vec},d_{i}^{vec})/\tau)}{\sum_{j=1}^{N}\exp(sim(x_{i}^{vec},d_{j}^{vec})/\tau)}","The contrastive loss function (infoNCE) that minimizes the distance between matching instance and relation description representations while maximizing the distance from non-matching samples, using cosine similarity scaled by temperature parameter τ."
naacl_2024_short_67,6,O_{i}=\textit{Pooling}(BERT(\langle x\oplus d_{j}\rangle)) || \hat{y}=\textit{MLP}(O_{0}\oplus O_{1}\oplus...O_{k}) || L_{c}=-log(\frac{e^{\hat{y}_{+}}}{\sum_{i=1}^{k}e^{\hat{y}_{i}}}),,"L_{cls}=-\log\frac{e^{sim(x^{vec}, d_{+}^{vec})/\tau}}{\sum_{d\in D} e^{sim(x^{vec}, d^{vec})/\tau}}",The classification loss function aims to select the correct relation description $d_{+}$ from a set $D$ of $k$ candidates by maximizing its similarity to the input instance $x$ relative to the others.
naacl_2024_short_69,1,ATE=E[Y^{a=1}-Y^{a=0}],,ATE=E\left[Y^{a=1}-Y^{a=0}\right],The average treatment effect (ATE) quantifies the expected difference in counterfactual outcomes between prescribing antibiotics ($Y^{a=1}$) and not prescribing antibiotics ($Y^{a=0}$).
naacl_2024_short_69,2,A=a\\Rightarrow\Y^{a}=Y,,Y=AY^{a=1}+(1-A)Y^{a=0},"This equation formalizes the consistency assumption, linking observed outcomes to potential counterfactual outcomes based on the treatment received."
naacl_2024_short_69,3,"Y^{a}\perp A\mid C\quad\forall a\in\{0,1\}",,Y^{a}\perp\!\!\!\perp A\mid C,"Conditional exchangeability ensures that, given the confounders $C$, the counterfactual outcome $Y^{a}$ is independent of the observed treatment assignment $A$."
naacl_2024_short_69,4,"E[Y^{a}]=\sum_{C}E[Y^{a}\mid C]P(C) || \overset{\eqref{eq:constraint}}{=}\sum_{C}E[Y^{a}\mid A=a,C]P(C)",,"E[Y^{a}]=E_{C}[E[Y\mid A=a, C]]","This equation expresses the counterfactual expectation $\mathbb{E}[Y^{a}]$ as a marginalization over the confounders $C$, leveraging the observed data under the identification assumptions."
naacl_2024_short_69,5,"\overset{\eqref{eq:constraint}}{=}\sum_{C}E[Y\mid A=a,C]P(C)",,"\overset{exchangeability}{=}\sum_{C}E[Y\mid A=a,C]P(C)",Equation 5 applies the conditional exchangeability assumption to replace the counterfactual outcome expectation with the observed outcome expectation conditioned on treatment and confounders.
naacl_2024_short_69,6,E[Y^{a}]=\frac{1}{N}\sum_{i\in[N]}Y_{i}\frac{\mathds{1}(A_{i}=a)}{P(A_{i}=a\mid T)},,E[Y^{a}]=\frac{1}{N}\sum_{i=1}^{N}\frac{I(A_{i}=a)Y_{i}}{e^{a}(T_{i})},"Equation 6 expresses the counterfactual expectation using inverse propensity weighting, where the expectation is computed over the observed data weighted by the inverse of the propensity score $e^{a}(T_i)$, which estimates the probability of receiving treatment $a$ given the text $T_i$."
naacl_2024_short_7,1,"\underset{\theta}{min}\,E_{S^{i}}[\frac{1}{k+1}\sum_{i=0}^{k}l( M_{\theta}(S^{i}),f(x_{i+1}))]",,"L=E_{x_{1},\ldots,x_{i+1}\simD_{x},f\simF}\left[l\left(M_{\theta}(S^{i}),f(x_{i+1})\right)\right]",The loss function $\mathcal{L}$ is defined as the expectation of the squared error between the model's prediction and the true function value over the input distribution and function class.
naacl_2024_short_7,2,"f(x)=\varphi(\langle x,w\rangle)",,f(x)=\frac{1}{\sqrt{d}}h_{p}(w^{\top}x),"where $h_p$ is the $p$-th normalized probabilist's Hermite polynomial, $w\in\mathbb{R}^{d}$ is a weight vector uniformly distributed on the unit sphere, and $x\in\mathbb{R}^{d}$ is the input."
naacl_2024_short_7,3,\varphi_{linear}(t)=t || \varphi_{quadratic}(t)=\frac{1}{\sqrt{2}}(t+\frac{1}{\sqrt{2}}(t^{2}-1)) || \varphi_{cubic}(t)=\frac{1}{\sqrt{3}}(t+\frac{1}{\sqrt{ 2}}(t^{2}-1)+\frac{1}{\sqrt{6}}(t^{3}-3t)),,"\varphi_{linear}(t)=t,\quad\varphi_{quadratic}(t)=\frac{1}{\sqrt{2}}(t^{2}-1),\quad\varphi_{cubic}(t)=\frac{1}{\sqrt{6}}(t^{3}-3t)","Equation 3 defines the three function classes used in the study, corresponding to linear, quadratic, and cubic normalized probabilist's Hermite polynomials, which are orthogonal and ensure uncorrelated function values across tasks."
naacl_2024_short_7,4,f\simF_{1}&1\leq t<\frac{T}{3}\\F_{2}&\frac{T}{3}\leq t<\frac{2T}{3}\\F_{3}&\frac{2T}{3}\leq t<T,,"T_{k}=\left\{ t\in [1, T]\mid\frac{(k-1)T}{K} < t\leq\frac{kT}{K}\right\},\quad k=1, 2,\ldots, K","Equation 4 defines the sequential curriculum learning schedule, where training steps are divided into K partitions and each partition is assigned to train on a specific function class in order of increasing difficulty."
naacl_2024_short_7,5,f\simF_{1}&1\leq t<\frac{T}{3}\\\sum_{s=1}^{2}1(\xi=s)F_{s}&\frac{T}{3}\leq t<\frac{2T}{3}\\\sum_{s=1}^{3}1(\zeta=s)F_{s}&\frac{2T}{3}\leq t<T,,f\simF_{1}&1\leq t<\frac{T}{3}\\F_{\xi}&\frac{T}{3}\leq t<\frac{2T}{3}\\F_{\zeta}&\frac{2T}{3}\leq t<T,Defines the mixed curriculum learning strategy where task selection in later partitions is randomized over previous function classes using uniform distributions $\xi$ and $\zeta$.
naacl_2024_short_7,6,"f\sim\sum_{s=1}^{3}1(\zeta=s)F_{s},\quad 1\leq t<T",,f\sim\sum_{s=1}^{K}\frac{1}{K}F_{s},"At each training step, a function class is randomly selected with equal probability from the set of all $K$ function classes."
naacl_2024_short_8,1,"s_{m}(q,d)=T_{\texttt{[CLS]}}W+b","where \(T_{\texttt{[CLS]}}\in\mathbf{R}^{D}\) is the [CLS] representation on the final layer, and \(W\in\mathbf{R}^{D\times 1}\) and \(b\in\mathbf{R}\) are the weight and bias for classification","s_{q,d}=W^\toph_{[CLS]}+b",Relevance score computed using the [CLS] token's final layer representation through a learned linear layer with weight matrix $\mathbf{W}$ and bias $b$.
naacl_2024_short_8,2,"s_{m}(q,d)=\frac{1}{n}\sum_{i}^{n}(T_{tok_{i}}W+b)","where \(T_{tok_{i}}\) is the final-layer representation of the \(i\)-th token, and \(n\) is the total number of tokens in the input sequence","s_{m}(q,d)=\frac{1}{N}\sum_{i=1}^{N}T_{i}W+b","where $T_{i}\in\mathbf{R}^{D}$ is the representation of the $i$-th token in the concatenated sequence, and $N$ is the total number of tokens."
naacl_2024_short_8,4,"s_{l}(q,d)=\sum_{q_{i}}\max_{d_{j}}(v_{q_{i}}^{T}v_{d_{j}})",,"s_{l}(q,d)=\sum_{i}^{n_q}\max_{j}^{n_d}\langle v_{q_{i}}, v_{d_{j}}\rangle","where $v_{q_i}$ and $v_{d_j}$ are the projected representations of the $i$-th query token and $j$-th document token, respectively, and $\langle \cdot, \cdot \rangle$ denotes the inner product operation"
naacl_2024_short_8,5,"L=lce(s_{m}(q,d^{+}),s_{m}(q,d_{1}^{-}),...,s_{m}(q,d_{n}^ {-})) || +lce(s_{l}(q,d^{+}),s_{l}(q,d_{1}^{-}),...,s_{l}(q,d_{n}^ {-}))",,"L_{LCE}=-\log\frac{\exp(s_{m}(q,d^+)/\tau)}{\exp(s_{m}(q,d^+)/\tau)+\sum_{d^-}\exp(s_{m}(q,d^-)/\tau)}-\log\frac{\exp(s_{l}(q,d^+)/\tau)}{\exp(s_{l}(q,d^+)/\tau)+\sum_{d^-}\exp(s_{l}(q,d^-)/\tau)}","where $d^+$ is the positive document, $d^-$ are the negative documents, and $\tau$ is the temperature parameter controlling the sharpness of the similarity distribution."
naacl_2024_short_9,1,"L_{ir}(q,p_{i})=-\log(\frac{e^{q\cdot p_{t}}}{\sum_{i=1}^{N}e^{q\cdot p_{ i}}})",,L=-\log\left(\frac{\exp(q\cdot p_t)}{\sum_{i=1}^N\exp(q\cdot p_i)}\right ),Cross-entropy loss for maximizing the similarity between query embedding $q$ and the gold passage embedding $p_t$ relative to all passage embeddings $p_i$ in the batch.
