paper_id,equation_id,context,ground_truth_eq,ground_truth_description,generated_equation,generated_description
naacl_2024_short_8,2,"on.

Some of the previous works term the models as ""mono[BACKBONE]"" when initialized from non-BERT pretrained Transformers, such as mono-ELECTRA (Pradeep et al., 2022). However, since the underlying model structure remains the same, we refer to them all as monoBERT while specifying the backbones where the models are initialized.

**Mean-Pooling**. To study whether the improvement of CELI is attributed to the interaction between the query and the documents tokens, or simply the additional token information, we add the Mean-Pooling method as a baseline. Instead of computing the similarity score based solely on the [CLS] representation as in Eq. (1), it uses the mean representation of all the tokens:","s_{m}(q,d)=\frac{1}{n}\sum_{i}^{n}(T_{tok_{i}}W+b),","where \(T_{tok_{i}}\) is the final-layer representation of the \(i\)-th token, and \(n\) is the total number of tokens in the input sequence","s_{mp}(q,d)=\frac{1}{n}\sum_{i=1}^{n}T_{tok_{i}}","where \(T_{tok_{i}}\) is the final-layer representation of the \(i\)-th token, and \(n\) is the total number of tokens in the input sequence"
neurips_2024_oral_10,7,We can obtain this by eliminating \(Y_{t-1}\) from Eq.(8) and Eq.(9) and replacing \(Y_{t}\) with \(WX_{t}+b\):,\begin{split} Y_{t-2}=W^{\prime\prime}X_{t}+C^{\prime\prime}\\ W^{\prime\prime}=\frac{1}{\sqrt{a_{t}-1}}\{\frac{W}{\sqrt{a_{t} }}-[C_{1}(t)+C_{1}(t-1)]WW_{D}+\sqrt{a_{t}}C_{1}(t-1)C_{1}(t)WW_{D}W_{D}\}\\ C^{\prime\prime}=\frac{1}{\sqrt{a_{t}-1}}[WC_{2}(t)+\sqrt{a_{t}}WC_{ 2}(t-1)-\sqrt{a_{t}}C_{1}(t-1)C_{2}(t)WW_{D}]Z+b\end{split},,\frac{1}{\sqrt{a_{t-1}}}(WX_{t}+b)-Y_{t-2}=C_{1}(t-1)D_{\theta}(WX_{t}+b)-\sigma_{t-1}z,"where \(W\) denotes the parameters of the linear layer, \(b\) denotes the bias term, and \(Y_{t-2}\) denotes the result after denoising in two steps of \(Y_{t}\)"
neurips_2024_oral_13,1,"### Preliminaries

As the common modules within each transformer block of LLMs, both Multi-head Self-Attention (MSA) and Feed-Forward Network (FFN) fundamentally consist of basic linear layers, which can be represented as, \(\mathbf{Y}=\mathbf{X}\cdot\mathbf{W}\in\mathbb{R}^{T\times C_{out}}\). Here, \(\mathbf{X}\in\mathbb{R}^{T\times C_{in}}\) is the activation input and \(\mathbf{W}\in\mathbb{R}^{C_{in}\times C_{out}}\) denotes the weight matrix. In this paper, we focus on integer uniform quantization [25] of both activation and weight, aiming to achieve better hardware support. Specifically, the \(b\)-bit quantization process maps the FP16 tensor \(\mathbf{X}\) to low-bit integer \(\mathbf{X}_{q}\):","\mathbf{X}_{q}=\text{clamp}(\,\lfloor\frac{\mathbf{X}}{\Delta} \rceil\!+\!z,0,2^{b}-1),\text{where }\Delta=\frac{\max(\mathbf{X})-\min(\mathbf{X})}{2^{b}-1},z=-\lfloor \frac{\min(\mathbf{X})}{\Delta}\rfloor.",,\mathbf{X}_{q} = \text{round}(\mathbf{X} \cdot 2^{b-1}),"Here, \(\mathbf{X}_{q}\) is the quantized activation, and \(\text{round}(\cdot)\) denotes the rounding function applied to the scaled input tensor."
neurips_2024_oral_15,6,"_Here, the asymptotic variance depends on a problem-specific constant, \(\zeta^{2}\), with an upper bounded:_",\zeta^{2}\leq\|y\|_{(\sum_{x\in\mathcal{X}_{\text{sample}}} [\min_{x^{\prime}\in\mathcal{X}_{\text{sample}}}\mathbb{E}[t_{x^{ \prime}}]]\cdot xx^{\top})^{-1}}^{-1}.,,\zeta^{2}\coloneqq\frac{1}{\sum_{x\in\mathcal{X}_{\text{sample}}}\frac{|\mathbb{E}[c_{x}]|^{2}}{\mathbb{E}[t_{x}]^{2}}}.,asymptotic variance constant
neurips_2024_oral_15,10,"eq. (4)).

Notably, the choice-only estimator in eq. (6) aligns with the EZ-diffusion model's drift estimator (67, eq. (5)). Moreover, the estimators in Xiang Chiong et al. (73, eq. (6)) and Berlinghieri et al. (8, eq. (7)) combine elements of both estimators from eqs. (5) and (6). In section 5.2, we demonstrate that both estimators from Wagenmakers et al. (67, eq. (5)) and Xiang Chiong et al. (73, eq. (6)) are outperformed by our proposed estimator in eq. (3) for the full bandit problem.

Assuming the utility difference \(u_{x}\neq 0\), the choice-decision-time estimator in eq. (5) satisfies the following non-asymptotic concentration bound, proven in appendix C.3.1:

**Theorem 3.3** (Non-asymptotic concentration of \(\widehat{u}_{x,\text{CH,DT}}\)).: _For each query \(x\in\mathcal{X}\) with \(u_{x}\neq 0\), given a fixed i.i.d. dataset \(\left\{\left(c_{x,s_{x},i},t_{x,s_{x},i}\right)\right\}_{i\in[n_{x}]}\), for any \(\epsilon>0\) satisfying \(\epsilon\leq\min\left\{|u_{x}|/(\sqrt{2}a),\left(1+\sqrt{2}\right)a|u_{x}|/ \mathbb{E}\left[t_{x}\right]\right\}\), the following holds:_","\mathbb{P}(|\widehat{u}_{x,\text{CH,DT}}-\frac{u_{x}}{a}|> \epsilon)\leq 4\exp(-[m_{\text{CH,DT}}^{\text{non-axym}}(x^{ \top}\theta^{*})]^{2}\,n_{x}\,[\epsilon\cdot a]^{2} ),",,"\left|\widehat{u}_{x,\text{CH,DT}}-u_{x}/a\right|\leq\epsilon\text{ with probability at least }1-\delta,\text{ for } \delta\in(0,1).\",Non-asymptotic concentration bound for the choice-decision-time estimator.
neurips_2024_oral_16,2,"lf. In Eq. 1, \(\forall j\in\mathcal{N}_{i},\mathbf{x}_{j}\sim p_{i}(\mu_{i},\sigma_{i}^{2})\). For node \(v_{i}\), subsequent to GNN message passing, we compute the mean and variance of the aggregated representation \(\mathbf{h}_{i}\) as follows:","\begin{split}\mathbb{E}[\mathbf{h}_{i}]&=\mathbb{E} [\sum_{j\in\mathcal{N}(i)}\alpha_{ij}\mathbf{x}_{j}\cdot\mathbf{W}^{ \prime}]=\sum_{j\in\mathcal{N}(i)}\alpha_{ij}\mathbb{E}[\mathbf{x}_{j}] \cdot\mathbf{W}^{\prime}=\sum_{j\in\mathcal{N}(i)}\alpha_{ij}\mu_{i}\cdot \mathbf{W}^{\prime},\\ \text{Var}(\mathbf{h}_{i})&=\text{Var}(\sum_{ j\in\mathcal{N}(i)}\alpha_{ij}\mathbf{x}_{j}\cdot\mathbf{W}^{\prime})= \sum_{j\in\mathcal{N}(i)}\alpha_{ij}\text{Var}(\mathbf{x}_{j})\cdot\mathbf{W} ^{\prime 2}=\sigma_{i}^{2}\sum_{j\in\mathcal{N}(i)}\alpha_{ij}^{2}\cdot \mathbf{W}^{\prime 2}.\end{split}",,"\mu_{i}=\frac{1}{|\mathcal{N}_{i}|}\sum_{j\in\mathcal{N}_{i}}\mathbf{x}_{j}, \quad \sigma_{i}^{2}=\frac{1}{|\mathcal{N}_{i}|}\sum_{j\in\mathcal{N}_{i}}(\mathbf{x}_{j}-\mu_{i})^{2},",where \(\mu_{i}\) is the mean of the aggregated representation for node \(v_{i}\) and \(\sigma_{i}^{2}\) is the variance of the aggregated representation for node \(v_{i}\).
neurips_2024_oral_18,4,"In this work, we regard all the Gaussians as isotropic kernels, which has been demonstrated as an effective way to simplify the model and better reconstruct the scene [6; 53]. We should note that

Figure 1: Overview. (a) **Continuum Generation:** Given a series of multi-view images capturing a moving object, the motion-factorized dynamic 3D Gaussian network is trained to reconstruct the dynamic object as 3D Gaussian point sets across different time states. From the reconstructed results, we employ a coarse-to-fine strategy to generate density fields to recover the continuums and extract object surfaces. The continuum is endowed with Gaussian attributes to allow mask rendering. (b) **Identification:** The MPM simulates the trajectory with the initial continuum \(\mathbb{P}(0)\) and the physical parameters \(\Theta\). The simulated object surfaces and the rendered masks are then compared against the previously extracted surfaces (colored in blue) and the corresponding masks from the dataset. The differences are quantified to guide the parameter estimation process. (c) **Simulation:** Digital twin demonstrations are displayed. Simulated objects (colored by stress increasing from blue to red), characterized by the properties estimated from observation, exhibit behavior consistent with real-world objects.

although previous works [29; 54] also perform motion decomposition modeling, our pipeline shows two major differences: 1) instead of modeling each basis with an independent neural network, our module shares a common backbone. Our key observation is that for reconstructing a dynamic object, all points on the object should follow a similar moving tendency, and the final heads of the neural network are sufficient to model the details of different parts of the object; 2) to increase the ability to fit high rank of the dynamic scene [16], we model the motion coefficients as time-variant variables rather than constant Gaussian attributes [29].

**Optimization**. We employ the same setting in [16] to train our pipeline. Concretely, the canonical 3D Gaussians are initialized with points randomly sampled from the given bounding box of the scene. We start training the deformation network after 3,000 iterations of warm-up for the 3D Gaussians. Similar to previous works [16; 29], we optimize the pipeline by computing the L1 norm and Structural Similarity Index Measure (SSIM) between the rendered image \(I\) and the ground truth image \(\tilde{I}\). Moreover, since large scales may lead to inaccurate reconstructed shapes [55], we thus perform L1 norm on the scale attributes of all the points to recover more fine-grand shapes of the object. Therefore, the overall loss function is defined as:","\mathcal{L}_{gs}=\mathcal{L}_{1}(I,\tilde{I})+\lambda_{1}\mathcal{L}_{ssim}(I,\tilde{I})+\lambda_{2}\mathcal{L}_{1}(s(t)),",where \(\lambda_{1}\) and \(\lambda_{2}\) are balancing hyperparameters,"L = \lambda_{1} \|I - \tilde{I}\|_{1} + \lambda_{2} \text{SSIM}(I, \tilde{I}) + \|s - s_{0}\|_{1},","where \(L\) is the overall loss function, \(I\) is the rendered image, \(\tilde{I}\) is the ground truth image, \(\lambda_{1}\) and \(\lambda_{2}\) are balancing hyperparameters, and \(s\) and \(s_{0}\) are the current and initial scale attributes, respectively."
neurips_2024_oral_2,1,"## 2 _Aligner_

Preliminary: Supervised Fine-Tuning (SFT)SFT aims to finetune the pretrained LLM to generate target answers using supervised learning -- specifically, maximum likelihood estimation -- on a curated high-quality dataset \(\mathcal{D}_{\text{SFT}}=\{\mathbf{x}^{(i)},\mathbf{y}^{(i)}\}_{i=1}^{N}\). The goal is to obtain a model \(\pi_{\mathbf{\theta}}^{\text{SFT}}\) with the following training objective:","\operatorname*{minimize}_{\mathbf{\theta}}\mathcal{L}(\mathbf{\theta};\mathcal{D}_{ \text{SFT}})=-\mathbb{E}_{(\mathbf{x},\mathbf{y})\sim\mathcal{D}_{\text{SFT}}}[\log \pi_{\mathbf{\theta}}(\mathbf{y}|\mathbf{x})].",,\mathcal{L}_{\text{SFT}} = -\frac{1}{N} \sum_{i=1}^{N} \log \pi_{\mathbf{\theta}}^{\text{SFT}}(\mathbf{y}^{(i)} | \mathbf{x}^{(i)}),"Loss function for Supervised Fine-Tuning (SFT), where \(\mathcal{L}_{\text{SFT}}\) is the average negative log-likelihood of the target answers given the inputs."
neurips_2024_oral_24,3,"The matrices \(B_{i}\in\mathbb{R}^{d\times r}\) and shared \(A\in\mathbb{R}^{r\times k}\). The hyper-parameter \(N\) denotes the number of \(B\) matrices. The term \(\omega_{i}\) modulates these contribution weights for head \(B_{i}\).

### Workflow of _HydraLoRA_

Figure 4 illustrates the workflow of _HydraLoRA_. Initially, _HydraLoRA_ delves into the adaptive identification and initialization of LoRA modules within a heterogeneous corpus, aligning them with

Figure 3: Breakdown analysis of LoRA modules. Compare fine-tuned LoRA modules of Dolly-15K [8] with three subtasks of Dolly-15K including “_summarization (Sum)_”, “_closed QA (QA)_” and “_information extraction (IE)_” using t-SNE. Consider LLaMA2-7B (random seed=42), which contains 32 decoder layers, corresponding to 32 adaptive modules. Each module consists of (**0**: q_proj of A, I: q_proj of B, **2**: v_proj of A, **3**: v_proj of B) submodules. This makes a total of \(32\times 4\) submodules. Left displays all submodules. Center shows all even submodules, i.e. the A matrix. Right represents all odd submodules, i.e. the B matrix. It can be seen that the differences in the fine-tuned LoRA modules for different tasks arise mainly from the B matrix.

task relevance through the application of \(k\)-means or developer-specified size. Subsequently, we propose a Mixture-of-Experts (MoE) framework that handles \(B\) matrices as expert adapters to ensure computational efficiency throughout the fine-tuning (Section 3.2.1) and inference (Section 3.2.2) stages by freezing the rest of the LLM parameters. During inference, it flexibly and dynamically merges multiple \(B\) matrices through the MoE router.

#### 3.2.1 Fine-tuning

Motivated by Mixture-of-Experts (MoEs; [20; 40]), where experts are selectively activated by a gating mechanism (Router) in response to different inputs. In _HydraLoRA_, we substitute each expert with a lightweight LoRA adapter. During fine-tuning, while weights of LLMs remain frozen, the experts and router layers are trained from scratch. In order to achieve a unified approach to the distinct forward processes of multiple \(B\) matrices, we define a set of experts, denoted as \((E_{1},\ldots,E_{N})\), to learn the updated matrix \(\Delta W\). As _HydraLoRA_ fine-tunes the experts using the heterogeneous corpus, the shared matrix \(A\) inherently captures collaborative knowledge to augment intra-gains, and different matrices \(B\) foster knowledge modularity to mitigate fine-tuning inter-offsets. Based on this structure, the forward process of _HydraLoRA_ is expressed as:",y=\mathit{W}_{0}x+\sum_{i=1}^{N}\omega_{i}E_{i}Ax\quad(MoE),"where \(N\) denotes the number of experts, i",\Delta W = \sum_{i=1}^{N} E_{i} \cdot B_{i} A,"where \(N\) denotes the number of experts, \(E_{i}\) represents the expert weights, \(B_{i}\) are the distinct matrices, and \(A\) is the shared matrix."
neurips_2024_oral_25,8,"_where \(\omega_{\mathbb{G}}=\mathrm{TSLS}(X,Y,\mathbb{G})\)._

This ""pseudo-residual"" is applied to measure the uncorrelated relationship with some genetic variants. Note that concepts to ""pseudo-residual"" have been developed to address different tasks (Dtron and Richardson, 2004; Chen et al., 2017; Cai et al., 2019; Xie et al., 2020), but our formalization is different from theirs in terms of the parameter \(\omega_{\mathbb{G}}\). To the best of our knowledge, it has not been realized that the uncorrelated property involving such pseudo-residuals reflects the validity of the IVs in the bi-directional MR causal model (see Propositions 2 \(\sim\) 3).

As analyzed by Chu et al. (2001), within the framework of linear models, a variable being a valid IV imposes no constraints on the joint marginal distribution of the observed variables. In other words, there is no available test to determine whether a variable is a valid IV without making further assumptions. Therefore, we introduce the following assumption.

**Assumption 1** (Valid IV Set).: _For a given causal relationship (if the relationship exists), there exists a valid IV set that consists of at least two valid IVs. For example, for the causal relationship \(X\to Y\), \(|\mathbf{G}_{\mathcal{V}}^{X\to Y}|\geq 2\)._

Figure 2: An illustrative example where valid and invalid IV sets induce distinct constraints, where \(\mathbf{G}_{\mathcal{V}}^{X\to Y}=(G_{1},G_{3})^{\intercal}\) is a valid IV set, while \(\mathbf{G}_{\mathcal{I}}^{X\to Y}=(G_{2},G_{4},G_{5})^{\intercal}\) is invalid due to pathways \(G_{2}\to Y\), \(G_{4}\to Y\) and \(G_{5}\to Y\).

Assumption 1 is the same as in (Silva and Shimizu, 2017; Cheng et al., 2023) if the model is a one-directional MR model. Notice that this assumption is much milder than the _Majority rule_ assumption (Kang et al., 2016; Bowden et al., 2016; Windmeijer et al., 2019; Hartford et al., 2021) and _Plurality rule_ assumption (Guo et al., 2018; Windmeijer et al., 2021): Assumption 1 does not rely on the total number of genetic variants, while _Majority rule_ and _Plurality rule_ assumptions do.

We now show that under Assumption 1, one can identify the class of invalid IV sets.

**Proposition 2** (Identifying Invalid IV Sets).: _Let \(\mathbb{G}=\{G_{1},\ldots,G_{p}\},p\geq 2\) be a subset of candidate genetic variants \(\mathbf{G}\). Suppose that Assumption 1 and the size of participants \(n\rightarrow\infty\) hold. If there exists a \(G_{j}\in\mathbb{G}\) such that,_","\mathrm{corr}(\mathcal{PR}_{\langle X,Y\,|\,\{G_{j}\}\rangle},G_{j })\neq 0,",,"G_{j}\text{ is a valid IV, then } \mathrm{corr}(Y-X\omega_{\mathbb{G}\setminus\{G_{j}\}},G_{j})=0.\end{equation}","where \(\omega_{\mathbb{G}\setminus\{G_{j}\}}=\mathrm{TSLS}(X,Y,\mathbb{G}\setminus\{G_{j}\})\)."
neurips_2024_oral_26,1,"## 3 Background: Diffusion and Distribution Matching Distillation

This section gives a brief overview of diffusion models and distribution matching distillation (DMD).

**Diffusion Models** generate images through iterative denoising. In the forward diffusion process, noise is progressively added to corrupt a sample \(x\sim p_{\text{real}}\) from the data distribution into pure Gaussian noise over a predetermined number of steps \(T\), so that, at each timestep \(t\), the diffused samples follow the distribution \(p_{\text{real},t}(x_{t})=\int p_{\text{real}}(x)q(x_{t}|x)dx\), with \(q_{t}(x_{t}|x)\sim\mathcal{N}(\alpha_{t}x,\sigma_{t}^{2}\mathbf{I})\), where \(\alpha_{t},\sigma_{t}>0\) are scalars determined by the noise schedule [47, 48]. The diffusion model learns to iteratively reverse the corruption process by predicting a denoised estimate \(\mu(x_{t},t)\), conditioned on the current noisy sample \(x_{t}\) and the timestep \(t\), ultimately leading to an image from the data distribution \(p_{\text{real}}\). After training, the denoised estimate relates to the gradient of the data likelihood function, or score function [48] of the diffused distribution:","s_{\text{real}}(x_{t},t)=\nabla_{x_{t}}\log p_{\text{real},t}(x_{t})=-\frac{x_ {t}-\alpha_{t}\mu_{\text{real}}(x_{t},t)}{\sigma_{t}^{2}}.",,"p_{\text{real},t}(x_{t})=\int p_{\text{real}}(x)q(x_{t}|x)dx",Distribution of the diffused samples at timestep \(t\).
neurips_2024_oral_26,4,"on. While gathering this data incurs negligible cost for small datasets like CIFAR-10, it becomes a significant bottleneck with large-scale text-to-image synthesis tasks, or models with complex conditioning [55, 56, 57]. For instance, generating one noise-image pair for SDXL [58] takes around 5 seconds, amounting to about 700 A100 days to cover the 12 million prompts in the LAION 6.0 dataset [59], as utilized by Yin et al. [22]. This dataset construction cost alone is already more than \(4\times\) our total training compute (asdetailed in Appendix J). This regularization objective is also at odds with DMD's goal of matching the student and teacher in _distribution_, since it encourages adherence to the teacher's sampling paths.

## 4 Improved Distribution Matching Distillation

We revisit multiple design choices in the DMD algorithm [22] and identify significant improvements.

### Removing the regression loss: true distribution matching and easier large-scale training

The regression loss [16] used in DMD [22] ensures mode coverage and training stability, but as we discussed in Section 3, it makes large-scale distillation cumbersome, and is at odds with the distribution matching idea, thus inherently limiting the performance of the distilled generator to that of the teacher model. Our first improvement is to remove this loss.

### Stabilizing pure distribution matching with a Two Time-scale Update Rule

Naively omitting the regression objective, shown in Eq. (3), from DMD leads to training instabilities and significantly degrades quality (Tab. 3). For example, we observed that the average brightness, along with other statistics, of generated samples fluctuates significantly, without converging to a stable point (See Appendix G). We attribute this instability to approximation errors in the fake diffusion model \(\mu_{\text{fake}}\), which does not track the fake score accurately, since it is dynamically optimized on the non-stationary output distribution of the generator. This causes approximation errors and biased generator gradients (as also discussed in [30]).

We address this using the two time-scale update rule inspired by Heusel et al. [60]. Specifically, we train \(\mu_{\text{fake}}\) and the generator \(G\) at different frequencies to ensure that \(\mu_{\text{fake}}\) accurately tracks the generator's output distribution. We find that using 5 fake score updates per generator update, without the regression loss, provides good stability and matches the quality of the original DMD on ImageNet (Tab. 3) while achieving much faster convergence. Further analysis are included in Appendix G.

### Surpassing the teacher model using a GAN loss and real data

Our model so far achieves comparable training stability and performance to DMD [22] without the need for costly dataset construction (Tab. 3). However, a performance gap remains between the distilled generator and the teacher diffusion model. We hypothesize this gap could be attributed to approximation errors in the real score function \(\mu_{\text{real}}\) used in DMD, which would propagate to the generator and lead to suboptimal results. Since DMD's distilled model is never trained with real data, it cannot recover from these errors.

We address this issue by incorporating an additional GAN objective into our pipeline, where the discriminator is trained to distinguish between _real_ images and images produced by our generator.

Figure 3: Our method distills a costly diffusion model (gray, right) into a one- or multi-step generator (red, left). Our training alternates between 2 steps: 1. optimizing the generator using the gradient of an implicit distribution matching objective (red arrow) and a GAN loss (green), and 2. training a score function (blue) to model the distribution of “fake” samples produced by the generator, as well as a GAN discriminator (green) to discriminate between fake samples and real images. The student generator can be a one-step or a multi-step model, as shown here, with an intermediate step input.

Trained using real data, the GAN classifier does not suffer from the teacher's limitation, potentially allowing our student generator to surpass it in sample quality. Our integration of a GAN classifier into DMD follows a minimalist design: we add a classification branch on top of the bottleneck of the fake diffusion denoiser (see Fig. 3). The classification branch and upstream encoder features in the UNet are trained by maximizing the standard non-saturing GAN objective:","\mathcal{L}_{\text{GAN}}=\mathbb{E}_{x\sim p_{\text{noise}},t\sim[0,T]}[\log D (F(x,t))]+\mathbb{E}_{z\sim p_{\text{noise}},t\sim[0,T]}[-\log(D(F(G_{\theta}(z ),t)))],","where \(D\) is the discriminator, and \(F\) is the forward diffusion process (i","\mathcal{L}_{\text{GAN}}=\mathbb{E}_{x\sim p_{\text{real}}}[\log D(x)] + \mathbb{E}_{z\sim \mathcal{N}(0,\mathbf{I})}[\log(1 - D(G_{\theta}(z)))],","where \(D\) is the discriminator, and \(F\) is the forward diffusion process."
neurips_2024_oral_34,11,"rm.

Policy Improvement. The estimated value is used to improve the diffusion model. For each \(\mathbf{x}_{t}\) in a trajectory \(\mathbf{x}_{0:T}\) sampled from \(\pi_{\phi}(\mathbf{x}_{0:T})\), the diffusion model is optimized to minimize the next-state value and the running costs.",\min_{\phi}\mathbb{E}_{\pi_{\phi}(\mathbf{x}_{t+1}|\mathbf{x}_{t})}[V_{ \psi}^{t+1}(\mathbf{x}_{t+1})+\tau\log\pi_{\phi}(\mathbf{x}_{t+1}|\mathbf{x} _{t})+\frac{\tau}{2s_{t}^{2}}||\mathbf{x}_{t}-\mathbf{x}_{t+1}||^{2}\bigg{|} \mathbf{x}_{t}].,,"\min_{\phi}\mathbb{E}_{\pi_{\phi}(\mathbf{x}_{0:T})}[V_{\psi}^{t}(\mathbf{x}_{t})+\tau\log\pi_{\phi}(\mathbf{x}_{t+1}|\mathbf{x}_{t})+\frac{\tau}{2s_{t}^{2}}||\mathbf{x}_{t+1}-\mathbf{x}_{t}||^{2}],",where \(V_{\psi}^{t}(\mathbf{x}_{t})\) is the value function and \(\tau\) is the temperature parameter.
neurips_2024_oral_34,12,"In practice, each iteration of policy evaluation and improvement involves a single gradient step.

Adaptive Velocity Regularization (AVR). We additionally propose a method for systematically determining the hyperparameter \(s_{t}\)'s of the auxiliary distribution \(\tilde{q}(\mathbf{x}_{0:T-1}|\mathbf{x}_{T})\). We can optimize \(s_{t}\) such that the inequality Eq. (6) is as tight as possible by solving \(\min_{s_{0},\dots,s_{T-1}}KL(\pi_{\phi}(\mathbf{x}_{0:T})||q_{\theta}(\mathbf{ x}_{T})\tilde{q}(\mathbf{x}_{0:T-1}|\mathbf{x}_{T}))\). After calculation (details in Appendix A), the optimal \(s_{t}^{*}\) can be obtained analytically: \((s_{t}^{*})^{2}=\mathbb{E}_{\mathbf{x}_{t},\mathbf{x}_{t+1}\sim\pi}[||\mathbf{ x}_{t}-\mathbf{x}_{t+1}||^{2}]/D\). In practice, we can use exponential moving average to compute the expectation \(\mathbb{E}_{\mathbf{x}_{t},\mathbf{x}_{t+1}\sim\pi}[||\mathbf{x}_{t}-\mathbf{ x}_{t+1}||^{2}]\) during training: \(s_{t}^{2}\leftarrow\alpha s_{t}^{2}+(1-\alpha)||\mathbf{x}_{t}-\mathbf{x}_{t+1} ||^{2}/D\) where we set \(\alpha=0.99\) for all experiment.

\begin{table}
\begin{tabular}{l c c c c c} \hline \hline Method & T & Pretrain & \(\tau\) & \(SW\) (\(\downarrow\)) & AUC (\(\uparrow\)) \\ \hline DDPM & 5 & - & - & 0.967\(\pm\)0.005 & - \\ DDPM & 10 & - & - & 0.824\(\pm\)0.002 & - \\ DDPM & 100 & - & - & 0.241\(\pm\)0.003 & - \\ DDPM & 1000 & - & - & 0.123\(\pm\)0.014 & - \\ \hline DxMI & 5 & \(\bigcirc\) & 0 & 0.074\(\pm\)0.018 & 0.707 \\ DxMI & 5 & \(\bigcirc\) & 0.01 & 0.074\(\pm\)0.017 & 0.751 \\ DxMI & 5 & \(\bigcirc\) & 0.1 & **0.068\(\pm\)**0.004** & **0.898** \\ DxMI & 5 & \(\bigcirc\) & 1 & 1.030\(\pm\)0.004 & 0.842 \\ DxMI & 5 & \(\times\) & 0.1 & 0.076\(\pm\)0.011 & 0.883 \\ \hline \hline \end{tabular}
\end{table}
Table 1: Quantitative results for 8 Gaussians experiment. \(SW\) denotes the sliced Wasserstein distance between samples and data. AUC is computed for classification between data and uniform noise using the energy. The standard deviation is computed from 5 independent samplings. The ideal maximum value of AUC is about 0.906.

Figure 2: 2D density estimation on 8 Gaussians. Red shades indicate the energy (white is low), and the dots are generated samples.

### Techniques for Image Generation Experiments

When using DxDP for image generation, one of the most common applications of diffusion models, we introduce several design choices to DxDP to enhance performance and training stability. The resulting algorithm is summarized in Algorithm 2.

Time-Independent Value Function. In image generation experiments (Section 5.2), we let the value function be independent of time, i.e., \(V_{\psi}^{t}(\mathbf{x}_{t})=V_{\psi}(\mathbf{x}_{t})\). Removing the time dependence reduces the number of parameters to be trained. More importantly, a time-independent value function can learn better representation because the value function is exposed to diverse inputs, including both noisy and clean images. On the contrary, a time-dependent value function \(V_{\psi}^{t}(\mathbf{x}_{t})\) never observes samples having different noise levels than the noise level of \(\mathbf{x}_{t}\).

Time Cost. Also, in the value update (Eq. (10)) step of image generation experiments, we introduce _time cost_ function \(R(t)>0\), which replaces the running cost terms \(\tau\log\pi_{\phi}(\mathbf{x}_{t+1}|\mathbf{x}_{t})+\tau||\mathbf{x}_{t}- \mathbf{x}_{t+1}||^{2}/(2s_{t}^{2})\). The time cost \(R(t)\) only depends on time \(t\). The modified value update equation is given as follows:","\min_{\psi}\mathbb{E}_{\mathbf{x}_{t},\mathbf{x}_{t+1}\sim\pi}[(\text{s} \text{g}[V_{\psi}(\mathbf{x}_{t+1})]+R(t)-V_{\psi}(\mathbf{x}_{t}))^{2}].",,\min_{\phi}\mathbb{E}_{\pi_{\phi}(\mathbf{x}_{t+1}|\mathbf{x}_{t})}[V_{\psi}(\mathbf{x}_{t+1})+R(t)],where \(R(t)>0\) is a time cost function that replaces the running cost terms in the value update step for image generation experiments.
